DDCTransactionIdD15FAE62436A185AAE38218A34936D87_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.12.10-06.22.27, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.962727ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/ThirdPersonBP/Blueprints/LevelTransfer/TutorialIsland.uasset, AllOfLoadPackage_Duration=1.204293ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000391ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003152ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.102460ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.013396ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.117989ms, SaveCookedPackage_HitCount=1, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
SavePackageTransactionId3F26517C48B8E5A11EB8DFA64E1B4CDF_236, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/ThirdPersonBP/Blueprints/LevelTransfer/TutorialIsland.uasset, FlushAsyncLoading=0.023250ms, FlushStreamingFunc=0.005517ms, BlockTillAllRequestsFinished=0.005122ms, ResetLoadersForSaveUnMarkAllObjects=0.161573ms, TagPackageExports=0.013791ms, BeginCacheForCookedPlatformData=0.003152ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/ThirdPersonBP/Blueprints/LevelTransfer/LEVELTRANSFERBASE.uasset, AllOfLoadPackage_Duration=20.190023ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000786ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.166692ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.128470ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.234079ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=12.157205ms, SaveCookedPackage_HitCount=1, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
SavePackageTransactionId3F26517C48B8E5A11EB8DFA64E1B4CDF_237, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/ThirdPersonBP/Blueprints/LevelTransfer/LEVELTRANSFERBASE.uasset, FlushAsyncLoading=0.017736ms, FlushStreamingFunc=0.005517ms, BlockTillAllRequestsFinished=0.004333ms, ResetLoadersForSaveUnMarkAllObjects=0.166696ms, TagPackageExports=2.981570ms, BeginCacheForCookedPlatformData=0.012215ms, SerializeImports=0.195462ms, GatherLocalizableTextData=0.004336ms, MarkNames=0.033103ms, SerializeSummary=0.014581ms, SerializeNames=0.137135ms, SerializeGatherableTextData=0.004731ms, BuildExportMap=0.210829ms, SortExportsNonSeekfree=0.470132ms, SortExportsSeekfreeConstructor=0.016551ms, SortExportsSeekfreeInner=2.744336ms, SortExportsSeekfree=0.016943ms, BuildDependencyMap=0.037044ms, SerializeImportMap=0.008274ms, SerializeExportMap=0.007488ms, SerializeDependencyMap=0.003941ms, SerializeStringAssetReferenceMap=0.002366ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021674ms, SerializeExports=0.110339ms, SerializeBulkData=0.009459ms, AsyncWrite=0.075269ms, UnaccountedTime=0.144627ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_640, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufA67820C4__7ED4E62170552150857F70E76350CC3CCE5B2E66, StartTime=2015.12.10-06.22.36, HierarchicalDDC, DataSize=92392 bytes, Retrieved=true, Duration=0.541065ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_641, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_640, StartTime=2015.12.10-06.22.36, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.170637ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_642, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_640, StartTime=2015.12.10-06.22.36, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.242356ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_643, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufA67820C4__8064654BD19E75BFB7D70FAC9C6F7A4403E3B502, StartTime=2015.12.10-06.22.36, HierarchicalDDC, DataSize=60794 bytes, Retrieved=true, Duration=0.381861ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_644, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_643, StartTime=2015.12.10-06.22.36, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.109158ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_645, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_643, StartTime=2015.12.10-06.22.36, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.189550ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/ThirdPersonBP/Blueprints/LevelTransfer/lambert1.uasset, AllOfLoadPackage_Duration=7.848788ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000786ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.012215ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.196643ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.025619ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.122255ms, SaveCookedPackage_HitCount=1, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
SavePackageTransactionId3F26517C48B8E5A11EB8DFA64E1B4CDF_238, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/ThirdPersonBP/Blueprints/LevelTransfer/lambert1.uasset, FlushAsyncLoading=0.020884ms, FlushStreamingFunc=0.004731ms, BlockTillAllRequestsFinished=0.005517ms, ResetLoadersForSaveUnMarkAllObjects=0.222258ms, TagPackageExports=0.187580ms, BeginCacheForCookedPlatformData=0.005517ms, SerializeImports=0.215951ms, GatherLocalizableTextData=0.002757ms, MarkNames=0.003550ms, SerializeSummary=0.021279ms, SerializeNames=0.049260ms, SerializeGatherableTextData=0.001971ms, BuildExportMap=0.010639ms, SortExportsNonSeekfree=0.006698ms, SortExportsSeekfreeConstructor=0.007883ms, SortExportsSeekfreeInner=0.446487ms, SortExportsSeekfree=0.002757ms, BuildDependencyMap=0.006307ms, SerializeImportMap=0.002366ms, SerializeExportMap=0.001971ms, SerializeDependencyMap=0.002366ms, SerializeStringAssetReferenceMap=0.001971ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016551ms, SerializeExports=0.303831ms, SerializeBulkData=0.007093ms, AsyncWrite=0.087876ms, UnaccountedTime=0.120588ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/ThirdPersonBP/Blueprints/LevelTransfer/FirstLevel.uasset, AllOfLoadPackage_Duration=0.613574ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000395ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001576ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.099704ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.013009ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.988342ms, SaveCookedPackage_HitCount=1, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
SavePackageTransactionId3F26517C48B8E5A11EB8DFA64E1B4CDF_239, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/ThirdPersonBP/Blueprints/LevelTransfer/FirstLevel.uasset, FlushAsyncLoading=0.022858ms, FlushStreamingFunc=0.004727ms, BlockTillAllRequestsFinished=0.004727ms, ResetLoadersForSaveUnMarkAllObjects=0.103250ms, TagPackageExports=0.007883ms, BeginCacheForCookedPlatformData=0.003546ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/ThirdPersonBP/Blueprints/LevelTransfer/Final.uasset, AllOfLoadPackage_Duration=0.059109ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000395ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.232503ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.146598ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.493377ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=23.676798ms, SaveCookedPackage_HitCount=1, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
SavePackageTransactionId3F26517C48B8E5A11EB8DFA64E1B4CDF_240, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/ThirdPersonBP/Blueprints/LevelTransfer/Final.uasset, FlushAsyncLoading=0.023644ms, FlushStreamingFunc=0.005122ms, BlockTillAllRequestsFinished=0.004731ms, ResetLoadersForSaveUnMarkAllObjects=0.200585ms, TagPackageExports=6.181456ms, BeginCacheForCookedPlatformData=0.029951ms, SerializeImports=0.389345ms, GatherLocalizableTextData=0.005912ms, MarkNames=0.044923ms, SerializeSummary=0.018522ms, SerializeNames=0.182062ms, SerializeGatherableTextData=0.005122ms, BuildExportMap=0.298314ms, SortExportsNonSeekfree=0.419296ms, SortExportsSeekfreeConstructor=0.017338ms, SortExportsSeekfreeInner=4.665848ms, SortExportsSeekfree=0.037041ms, BuildDependencyMap=0.072904ms, SerializeImportMap=0.015371ms, SerializeExportMap=0.010639ms, SerializeDependencyMap=0.005517ms, SerializeStringAssetReferenceMap=0.003155ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.044134ms, SerializeExports=0.208862ms, SerializeBulkData=0.014972ms, AsyncWrite=0.189550ms, UnaccountedTime=0.385012ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_646, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf0D60F865__A70F98415CB939D7DE4A62C66D4A034BE91AB357, StartTime=2015.12.10-06.22.36, HierarchicalDDC, DataSize=92336 bytes, Retrieved=true, Duration=0.416536ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_647, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_646, StartTime=2015.12.10-06.22.36, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.107188ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_648, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_646, StartTime=2015.12.10-06.22.36, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.213590ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_649, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf0D60F865__2F4AEE4D8666E16281C24BB2F9A896A121305E9D, StartTime=2015.12.10-06.22.36, HierarchicalDDC, DataSize=60758 bytes, Retrieved=true, Duration=0.294372ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_650, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_649, StartTime=2015.12.10-06.22.36, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.098519ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_651, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_649, StartTime=2015.12.10-06.22.36, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.124920ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_652, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE034EC71__1A37500CE8367291B96072A921FC6331C194AF5A, StartTime=2015.12.10-06.22.36, HierarchicalDDC, DataSize=92336 bytes, Retrieved=true, Duration=0.343241ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_653, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_652, StartTime=2015.12.10-06.22.36, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.105217ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_654, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_652, StartTime=2015.12.10-06.22.36, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.142261ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_655, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE034EC71__AEA07DA36D709213AFAE5782049007DADA574024, StartTime=2015.12.10-06.22.36, HierarchicalDDC, DataSize=60758 bytes, Retrieved=true, Duration=0.266790ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_656, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_655, StartTime=2015.12.10-06.22.36, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.076450ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_657, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_655, StartTime=2015.12.10-06.22.36, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.119012ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_658, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf994B4720__5C16EF01B48515EE692037875BEFF6D78F69CB3A, StartTime=2015.12.10-06.22.36, HierarchicalDDC, DataSize=92336 bytes, Retrieved=true, Duration=0.300679ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_659, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_658, StartTime=2015.12.10-06.22.36, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.075269ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_660, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_658, StartTime=2015.12.10-06.22.36, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.133988ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_661, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf994B4720__1A654478327E4B610D1F564124EA5194B978250E, StartTime=2015.12.10-06.22.36, HierarchicalDDC, DataSize=60758 bytes, Retrieved=true, Duration=0.256151ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_662, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_661, StartTime=2015.12.10-06.22.36, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.073295ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_663, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_661, StartTime=2015.12.10-06.22.36, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.114676ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_664, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_D0__FB354F3017E1C105F1CCDEF0B14C14215A0D2F46, StartTime=2015.12.10-06.22.36, HierarchicalDDC, DataSize=42065 bytes, Retrieved=true, Duration=0.348758ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_665, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_664, StartTime=2015.12.10-06.22.36, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.127681ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_666, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_664, StartTime=2015.12.10-06.22.36, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.154477ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_667, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_0ACA93E741999CD94__AD451716FDB775B48D705ED1660E69D2AF3ABD8F, StartTime=2015.12.10-06.22.36, HierarchicalDDC, DataSize=2101 bytes, Retrieved=true, Duration=0.218712ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_668, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_667, StartTime=2015.12.10-06.22.36, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.080392ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_669, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_667, StartTime=2015.12.10-06.22.36, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.102460ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_670, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0ACA93E741999CD942CC4E98A99CC8B__F7C54D11005F557DAFC77E58136ECCC2A3ABA9C0, StartTime=2015.12.10-06.22.36, HierarchicalDDC, DataSize=12496 bytes, Retrieved=true, Duration=0.205312ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_671, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_670, StartTime=2015.12.10-06.22.36, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.063051ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_672, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_670, StartTime=2015.12.10-06.22.36, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.101276ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/ThirdPersonBP/Blueprints/LevelTransfer/Circus_Tent.uasset, AllOfLoadPackage_Duration=22.501666ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000786ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.007093ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.143837ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.040196ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.881475ms, SaveCookedPackage_HitCount=1, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
SavePackageTransactionId3F26517C48B8E5A11EB8DFA64E1B4CDF_241, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/ThirdPersonBP/Blueprints/LevelTransfer/Circus_Tent.uasset, FlushAsyncLoading=0.023253ms, FlushStreamingFunc=0.005908ms, BlockTillAllRequestsFinished=0.004336ms, ResetLoadersForSaveUnMarkAllObjects=0.254180ms, TagPackageExports=0.039406ms, BeginCacheForCookedPlatformData=0.005122ms, SerializeImports=0.061084ms, GatherLocalizableTextData=0.003941ms, MarkNames=0.007488ms, SerializeSummary=0.009850ms, SerializeNames=0.048473ms, SerializeGatherableTextData=0.001967ms, BuildExportMap=0.051230ms, SortExportsNonSeekfree=0.009064ms, SortExportsSeekfreeConstructor=0.007883ms, SortExportsSeekfreeInner=0.629731ms, SortExportsSeekfree=0.005122ms, BuildDependencyMap=0.010643ms, SerializeImportMap=0.004336ms, SerializeExportMap=0.002366ms, SerializeDependencyMap=0.001971ms, SerializeStringAssetReferenceMap=0.002362ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.024829ms, SerializeExports=0.092607ms, SerializeBulkData=0.012215ms, AsyncWrite=0.099305ms, UnaccountedTime=0.158418ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/ThirdPersonBP/Blueprints/LevelTransfer/Circus.uasset, AllOfLoadPackage_Duration=0.059899ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000391ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.295557ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.171423ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.165902ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=12.246266ms, SaveCookedPackage_HitCount=1, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
SavePackageTransactionId3F26517C48B8E5A11EB8DFA64E1B4CDF_242, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/ThirdPersonBP/Blueprints/LevelTransfer/Circus.uasset, FlushAsyncLoading=0.016160ms, FlushStreamingFunc=0.003546ms, BlockTillAllRequestsFinished=0.002757ms, ResetLoadersForSaveUnMarkAllObjects=0.143837ms, TagPackageExports=3.019795ms, BeginCacheForCookedPlatformData=0.009459ms, SerializeImports=0.201371ms, GatherLocalizableTextData=0.002760ms, MarkNames=0.021279ms, SerializeSummary=0.009459ms, SerializeNames=0.184428ms, SerializeGatherableTextData=0.002362ms, BuildExportMap=0.188764ms, SortExportsNonSeekfree=0.268757ms, SortExportsSeekfreeConstructor=0.009064ms, SortExportsSeekfreeInner=2.585523ms, SortExportsSeekfree=0.003546ms, BuildDependencyMap=0.021283ms, SerializeImportMap=0.007879ms, SerializeExportMap=0.007883ms, SerializeDependencyMap=0.004336ms, SerializeStringAssetReferenceMap=0.001576ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012219ms, SerializeExports=0.075266ms, SerializeBulkData=0.006702ms, AsyncWrite=0.058718ms, UnaccountedTime=0.115462ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/ThirdPersonBP/Blueprints/LevelTransfer/Cave.uasset, AllOfLoadPackage_Duration=0.037044ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.117041ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.123743ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.165906ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=11.384424ms, SaveCookedPackage_HitCount=1, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
