DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.12.10-05.56.03, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.547372ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_655, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_653, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.807065ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_656, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufAED40C4C__F033970E90244C8664F7A1C19A2B6B50B9AF6A2B, StartTime=2015.12.10-05.56.41, HierarchicalDDC, Retrieved=false, Duration=0.161570ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_657, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_656, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.116646ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_658, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf25A381AA__AE042F85F2CEF837D4ADDA21E196E8EA387417A1, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=25339 bytes, Retrieved=true, Duration=0.696726ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_659, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_658, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.294372ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_660, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_658, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.267971ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_661, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf25A381AA__75240439954A5CB2CB770467BAF51F30BF77E019, StartTime=2015.12.10-05.56.41, HierarchicalDDC, Retrieved=false, Duration=0.225805ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_662, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_661, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.189945ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_663, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufDE553745__67606D414AD7E0659B1F1778E47E017BC7967CA2, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=546864 bytes, Retrieved=true, Duration=2.890538ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_664, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufDE553745__6C7F34EBEAA7D77B277537F6028C386224E05A6C, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=439594 bytes, Retrieved=true, Duration=1.681913ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_665, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufCBB3D037__A5D013A0518F9067962F67854DD7E209DA5222E4, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=146355 bytes, Retrieved=true, Duration=1.041539ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_666, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_665, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.323534ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_667, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_665, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.493776ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_668, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufCBB3D037__72EA89022F545E67735B8D34A7AC3BB2F56921E0, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=113079 bytes, Retrieved=true, Duration=3.306679ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_669, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_668, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.769235ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_670, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_668, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=2.253711ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_671, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf9EA29A8B__C9C563022BAE14DFA1853F42B4D8D15DDEA0C096, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=146395 bytes, Retrieved=true, Duration=0.736922ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_672, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_671, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.228170ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_673, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_671, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.325114ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_674, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf9EA29A8B__947132CE710D6E44C435A64CCC4DC8205D2329F6, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=113079 bytes, Retrieved=true, Duration=2.772707ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_675, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_674, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.986766ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_676, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_674, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.536891ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_677, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf9B1457AD__7A51FD5BCC2EF1E26A708AD63E90C8F9C5952A5B, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=146395 bytes, Retrieved=true, Duration=0.558402ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_678, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_677, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.161573ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_679, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_677, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.244722ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_680, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf9B1457AD__2779CC0BBE65C22ECB809B4213F85A2EC3B49CEF, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=113079 bytes, Retrieved=true, Duration=2.539810ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_681, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_680, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.865389ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_682, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_680, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.492362ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_683, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufFEDDBB88__E99DA415A0D588CF720C818A60EAC9D78FF9ACA7, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=140863 bytes, Retrieved=true, Duration=1.111686ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_684, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_683, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.357822ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_685, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_683, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.520177ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_686, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufFEDDBB88__4B85F6ADCF8016FD30512C87B0BB0D4891DD7615, StartTime=2015.12.10-05.56.41, HierarchicalDDC, Retrieved=false, Duration=0.214379ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_687, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_686, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.166301ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_688, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf20B10116__264E38FFF49FC884DA75823DAA843BFBD00E9874, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=140663 bytes, Retrieved=true, Duration=0.683717ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_689, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_688, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.204131ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_690, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_688, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.321168ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_691, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf20B10116__50D51BF4F0960FDDADC1B50EACA758088EEF37A1, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=108945 bytes, Retrieved=true, Duration=2.471637ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_692, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_691, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.641160ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_693, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_691, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.694918ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_694, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufB9F0C7F4__4AEDDE5C39F19AF3671A6554A315C8FAFB86975C, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=140783 bytes, Retrieved=true, Duration=1.215719ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_695, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_694, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.348363ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_696, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_694, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.596233ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_697, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufB9F0C7F4__E9BDB87201AEF32FE96D54FA24ADB63350022B02, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=109035 bytes, Retrieved=true, Duration=2.149284ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_698, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_697, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.709333ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_699, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_697, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.253154ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_700, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf31A39AE8__A665F22F7FCC5CD695FF0E450A1EDD994FEE1BE4, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=140743 bytes, Retrieved=true, Duration=0.966273ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_701, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_700, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.258908ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_702, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_700, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.477619ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_703, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf31A39AE8__D326BBDC3C4EB88C463A45CC28DA7E4494AB51CF, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=109005 bytes, Retrieved=true, Duration=0.723127ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_704, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_703, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.180092ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_705, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_703, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.325900ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_706, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf154C84EE__A501F371AA20F3D914644BB83B455FDF7991BD50, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=140631 bytes, Retrieved=true, Duration=0.540670ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_707, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_706, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.156842ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_708, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_706, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.235658ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_709, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf154C84EE__61346C9CE67A009F35EE18E9B2BD65A2755C8E8D, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=108983 bytes, Retrieved=true, Duration=3.367368ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_710, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_709, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=1.078583ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_711, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_709, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=2.060220ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_712, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf677C75C3__928839D307BF48B8B2B395B86B29807B5A405629, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=155552 bytes, Retrieved=true, Duration=0.572197ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_713, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf677C75C3__675F745E9A04E1A4B15DCD963C109630B3D71AD4, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=121602 bytes, Retrieved=true, Duration=1.136906ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_714, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_A71BCF02478509B604FD45AEDF93902__D36A16D2497142870043E357CB628B62BE368DA6, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=131838 bytes, Retrieved=true, Duration=1.241729ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_715, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_A71BCF02478509B60__33B2A1B7CE0826ABB09A1B435B46C935EC9EB0E7, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=2845 bytes, Retrieved=true, Duration=0.156052ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_716, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_00805B0647F6387531D844991415D63__B515937A5A450574D333548D3B5DE0E654270D5E, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=9738 bytes, Retrieved=true, Duration=0.434663ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_717, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_716, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.199400ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_718, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_716, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.171423ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_719, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_00805B0647F638753__226438EEA24F99D4890F368DD3A6F257C11E26B0, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=2461 bytes, Retrieved=true, Duration=0.268362ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_720, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_719, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.091426ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_721, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_719, StartTime=2015.12.10-05.56.41, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.131227ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_722, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_8A49F15341AC15FC81A7BDBEABC0786__45EE4B54503F444BEA8FD100138EBF7F27F95EDD, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=6548 bytes, Retrieved=true, Duration=0.145022ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_723, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_8A49F15341AC15FC8__7E8345DC7555AE406FA55CC1F1788523516729AA, StartTime=2015.12.10-05.56.41, HierarchicalDDC, DataSize=2137 bytes, Retrieved=true, Duration=0.083152ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
