DDCTransactionId83B0738D468809CE35FBC69067158AFA_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.12.10-06.29.41, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=2.393216ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
SavePackageTransactionId94025FB5402CCF9893FD5DB170FE5A70_10, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/T_Default_Material_Grid_M.uasset, FlushAsyncLoading=0.007883ms, FlushStreamingFunc=0.006303ms, BlockTillAllRequestsFinished=0.004731ms, ResetLoadersForSaveUnMarkAllObjects=0.154871ms, TagPackageExports=0.064231ms, BeginCacheForCookedPlatformData=0.041381ms, SerializeImports=0.064626ms, GatherLocalizableTextData=0.003941ms, MarkNames=0.004336ms, SerializeSummary=0.013001ms, SerializeNames=0.018917ms, SerializeGatherableTextData=0.002760ms, BuildExportMap=0.011425ms, SortExportsNonSeekfree=0.005517ms, SortExportsSeekfreeConstructor=0.012610ms, SortExportsSeekfreeInner=0.212409ms, SortExportsSeekfree=0.003152ms, BuildDependencyMap=0.008274ms, SerializeImportMap=0.004731ms, SerializeExportMap=0.003152ms, SerializeDependencyMap=0.002366ms, SerializeStringAssetReferenceMap=0.002362ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.023253ms, SerializeExports=0.061870ms, SerializeBulkData=0.075661ms, AsyncWrite=0.149749ms, UnaccountedTime=0.231713ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionIdCB6CFC144973C3AFD37FEFB6C706C73D_2, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__D3B9066E064FF8485C582FA787D958A7AE111964, StartTime=2015.12.10-06.29.46, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.202160ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_149, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___AFD2E7B6C000DBB57C3C2251719C132A8B58702E, StartTime=2015.12.10-06.29.46, HierarchicalDDC, Duration=0.011820ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionIdCB6CFC144973C3AFD37FEFB6C706C73D_3, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___AFD2E7B6C000DBB57C3C2251719C132A8B58702E, StartTime=2015.12.10-06.29.46, HierarchicalDDC, DataSize=6591 bytes, Retrieved=true, Duration=0.178516ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionIdA1F014F9470A4B676FE3BB9DFD7A808F_2, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___018F4075D3397499A38D84DACDCE819C495D7211, StartTime=2015.12.10-06.29.46, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=0.171028ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionIdA1F014F9470A4B676FE3BB9DFD7A808F_3, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___1978717988CE205C32B2214CC1D518693DF7C4D6, StartTime=2015.12.10-06.29.46, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=0.056352ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
SavePackageTransactionId94025FB5402CCF9893FD5DB170FE5A70_11, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/T_Default_Material_Grid_N.uasset, FlushAsyncLoading=0.013400ms, FlushStreamingFunc=0.006303ms, BlockTillAllRequestsFinished=0.005122ms, ResetLoadersForSaveUnMarkAllObjects=0.153691ms, TagPackageExports=0.052411ms, BeginCacheForCookedPlatformData=0.039801ms, SerializeImports=0.061870ms, GatherLocalizableTextData=0.003546ms, MarkNames=0.005122ms, SerializeSummary=0.011824ms, SerializeNames=0.028767ms, SerializeGatherableTextData=0.002366ms, BuildExportMap=0.012610ms, SortExportsNonSeekfree=0.004333ms, SortExportsSeekfreeConstructor=0.013005ms, SortExportsSeekfreeInner=0.198219ms, SortExportsSeekfree=0.003155ms, BuildDependencyMap=0.007879ms, SerializeImportMap=0.004727ms, SerializeExportMap=0.002760ms, SerializeDependencyMap=0.003152ms, SerializeStringAssetReferenceMap=0.002366ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017732ms, SerializeExports=0.058718ms, SerializeBulkData=0.033889ms, AsyncWrite=0.087880ms, UnaccountedTime=0.171423ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
SavePackageTransactionId94025FB5402CCF9893FD5DB170FE5A70_12, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultDeferredDecalMaterial.uasset, FlushAsyncLoading=0.007883ms, FlushStreamingFunc=0.004333ms, BlockTillAllRequestsFinished=0.004336ms, ResetLoadersForSaveUnMarkAllObjects=0.123739ms, TagPackageExports=0.191916ms, BeginCacheForCookedPlatformData=0.009064ms, SerializeImports=0.235658ms, GatherLocalizableTextData=0.003938ms, MarkNames=0.007488ms, SerializeSummary=0.012610ms, SerializeNames=0.075664ms, SerializeGatherableTextData=0.002366ms, BuildExportMap=0.024430ms, SortExportsNonSeekfree=0.023250ms, SortExportsSeekfreeConstructor=0.011034ms, SortExportsSeekfreeInner=0.720371ms, SortExportsSeekfree=0.004333ms, BuildDependencyMap=0.012219ms, SerializeImportMap=0.004731ms, SerializeExportMap=0.003941ms, SerializeDependencyMap=0.002757ms, SerializeStringAssetReferenceMap=0.002760ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019308ms, SerializeExports=0.295162ms, SerializeBulkData=0.010245ms, AsyncWrite=0.092212ms, UnaccountedTime=0.124920ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_150, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__CA89507B8D820F4BC2690ECA204279B9555C9728, StartTime=2015.12.10-06.29.46, HierarchicalDDC, Duration=0.016946ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionIdC6859BC74D095BD7A8F06DA355242A30_1, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__CA89507B8D820F4BC2690ECA204279B9555C9728, StartTime=2015.12.10-06.29.46, HierarchicalDDC, DataSize=4452 bytes, Retrieved=true, Duration=0.148173ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionIdA1F014F9470A4B676FE3BB9DFD7A808F_4, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__4CE82FE331674843D9D63FF6A48098076A341066, StartTime=2015.12.10-06.29.46, HierarchicalDDC, DataSize=524553 bytes, Retrieved=true, Duration=3.667261ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
SavePackageTransactionId94025FB5402CCF9893FD5DB170FE5A70_13, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultDiffuse.uasset, FlushAsyncLoading=0.005912ms, FlushStreamingFunc=0.004336ms, BlockTillAllRequestsFinished=0.004727ms, ResetLoadersForSaveUnMarkAllObjects=0.215165ms, TagPackageExports=0.128075ms, BeginCacheForCookedPlatformData=0.044923ms, SerializeImports=0.066601ms, GatherLocalizableTextData=0.003546ms, MarkNames=0.005122ms, SerializeSummary=0.011429ms, SerializeNames=0.018518ms, SerializeGatherableTextData=0.002760ms, BuildExportMap=0.011034ms, SortExportsNonSeekfree=0.005912ms, SortExportsSeekfreeConstructor=0.013791ms, SortExportsSeekfreeInner=0.222653ms, SortExportsSeekfree=0.003546ms, BuildDependencyMap=0.008274ms, SerializeImportMap=0.005122ms, SerializeExportMap=0.003546ms, SerializeDependencyMap=0.003152ms, SerializeStringAssetReferenceMap=0.002366ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.026006ms, SerializeExports=0.059508ms, SerializeBulkData=0.143837ms, AsyncWrite=0.214770ms, UnaccountedTime=0.240386ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionIdCB6CFC144973C3AFD37FEFB6C706C73D_4, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__E2E37627513408BF1569A25F4D84185B4CD2360C, StartTime=2015.12.10-06.29.46, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=1.039963ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionIdCB6CFC144973C3AFD37FEFB6C706C73D_5, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__075E02065A5353E35623093DF43D23E005525A14, StartTime=2015.12.10-06.29.46, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.261273ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionIdCB6CFC144973C3AFD37FEFB6C706C73D_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__757395CD4BEBCAA3704D2DFD62AF92D69A63345C, StartTime=2015.12.10-06.29.46, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.100885ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
SavePackageTransactionId94025FB5402CCF9893FD5DB170FE5A70_14, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultLightFunctionMaterial.uasset, FlushAsyncLoading=0.007883ms, FlushStreamingFunc=0.003938ms, BlockTillAllRequestsFinished=0.003941ms, ResetLoadersForSaveUnMarkAllObjects=0.115070ms, TagPackageExports=0.279792ms, BeginCacheForCookedPlatformData=0.007488ms, SerializeImports=0.316441ms, GatherLocalizableTextData=0.003941ms, MarkNames=0.005912ms, SerializeSummary=0.012215ms, SerializeNames=0.075269ms, SerializeGatherableTextData=0.002757ms, BuildExportMap=0.014190ms, SortExportsNonSeekfree=0.008669ms, SortExportsSeekfreeConstructor=0.011429ms, SortExportsSeekfreeInner=0.647068ms, SortExportsSeekfree=0.005517ms, BuildDependencyMap=0.010639ms, SerializeImportMap=0.004336ms, SerializeExportMap=0.003546ms, SerializeDependencyMap=0.003152ms, SerializeStringAssetReferenceMap=0.002366ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.043742ms, SerializeExports=0.502840ms, SerializeBulkData=0.016157ms, AsyncWrite=0.114281ms, UnaccountedTime=0.167482ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
SavePackageTransactionId94025FB5402CCF9893FD5DB170FE5A70_15, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultPostProcessMaterial.uasset, FlushAsyncLoading=0.009459ms, FlushStreamingFunc=0.005517ms, BlockTillAllRequestsFinished=0.004333ms, ResetLoadersForSaveUnMarkAllObjects=0.124529ms, TagPackageExports=0.296343ms, BeginCacheForCookedPlatformData=0.009064ms, SerializeImports=0.283342ms, GatherLocalizableTextData=0.003152ms, MarkNames=0.011429ms, SerializeSummary=0.008669ms, SerializeNames=0.086699ms, SerializeGatherableTextData=0.001576ms, BuildExportMap=0.111129ms, SortExportsNonSeekfree=0.171423ms, SortExportsSeekfreeConstructor=0.007484ms, SortExportsSeekfreeInner=1.069125ms, SortExportsSeekfree=0.006702ms, BuildDependencyMap=0.029162ms, SerializeImportMap=0.006702ms, SerializeExportMap=0.008274ms, SerializeDependencyMap=0.005122ms, SerializeStringAssetReferenceMap=0.002757ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021677ms, SerializeExports=0.438996ms, SerializeBulkData=0.014976ms, AsyncWrite=0.106007ms, UnaccountedTime=0.162359ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
SavePackageTransactionId94025FB5402CCF9893FD5DB170FE5A70_16, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions02/Utility/BreakOutFloat2Components.uasset, FlushAsyncLoading=0.007093ms, FlushStreamingFunc=0.004336ms, BlockTillAllRequestsFinished=0.004333ms, ResetLoadersForSaveUnMarkAllObjects=0.110343ms, TagPackageExports=0.046108ms, BeginCacheForCookedPlatformData=0.005122ms, SerializeImports=0.075664ms, GatherLocalizableTextData=0.003152ms, MarkNames=0.006698ms, SerializeSummary=0.019312ms, SerializeNames=0.047289ms, SerializeGatherableTextData=0.003938ms, BuildExportMap=0.027191ms, SortExportsNonSeekfree=0.052020ms, SortExportsSeekfreeConstructor=0.012610ms, SortExportsSeekfreeInner=0.224229ms, SortExportsSeekfree=0.004727ms, BuildDependencyMap=0.013400ms, SerializeImportMap=0.003546ms, SerializeExportMap=0.003550ms, SerializeDependencyMap=0.003938ms, SerializeStringAssetReferenceMap=0.002760ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015367ms, SerializeExports=0.039410ms, SerializeBulkData=0.007879ms, AsyncWrite=0.069749ms, UnaccountedTime=0.132017ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_151, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_15564967414184874DBCB89C44D5959C__BC764A2C9EE4304B0C67B21817404693E1F7E028, StartTime=2015.12.10-06.29.46, HierarchicalDDC, Duration=0.011820ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionIdA1F014F9470A4B676FE3BB9DFD7A808F_5, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_15564967414184874DBCB89C44D5959C__BC764A2C9EE4304B0C67B21817404693E1F7E028, StartTime=2015.12.10-06.29.46, HierarchicalDDC, DataSize=3559 bytes, Retrieved=true, Duration=0.174183ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionIdC6859BC74D095BD7A8F06DA355242A30_2, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_15564967414184874DBCB89C44D5959C__9D39F803524611E06A149C72524AD5B16F591378, StartTime=2015.12.10-06.29.46, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.144623ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
SavePackageTransactionId94025FB5402CCF9893FD5DB170FE5A70_17, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/DefaultTexture.uasset, FlushAsyncLoading=0.005122ms, FlushStreamingFunc=0.003941ms, BlockTillAllRequestsFinished=0.004336ms, ResetLoadersForSaveUnMarkAllObjects=0.338115ms, TagPackageExports=0.052806ms, BeginCacheForCookedPlatformData=0.041772ms, SerializeImports=0.065811ms, GatherLocalizableTextData=0.003152ms, MarkNames=0.005517ms, SerializeSummary=0.010639ms, SerializeNames=0.019703ms, SerializeGatherableTextData=0.002760ms, BuildExportMap=0.012215ms, SortExportsNonSeekfree=0.004336ms, SortExportsSeekfreeConstructor=0.014186ms, SortExportsSeekfreeInner=0.208072ms, SortExportsSeekfree=0.003546ms, BuildDependencyMap=0.007488ms, SerializeImportMap=0.003152ms, SerializeExportMap=0.001971ms, SerializeDependencyMap=0.002757ms, SerializeStringAssetReferenceMap=0.001971ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014976ms, SerializeExports=0.050835ms, SerializeBulkData=0.011429ms, AsyncWrite=0.069357ms, UnaccountedTime=0.170238ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
SavePackageTransactionId94025FB5402CCF9893FD5DB170FE5A70_18, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Translucent_OneSided.uasset, FlushAsyncLoading=0.007488ms, FlushStreamingFunc=0.003941ms, BlockTillAllRequestsFinished=0.004727ms, ResetLoadersForSaveUnMarkAllObjects=0.295162ms, TagPackageExports=0.158418ms, BeginCacheForCookedPlatformData=0.005126ms, SerializeImports=0.346784ms, GatherLocalizableTextData=0.008278ms, MarkNames=0.011425ms, SerializeSummary=0.022069ms, SerializeNames=0.061870ms, SerializeGatherableTextData=0.002760ms, BuildExportMap=0.015367ms, SortExportsNonSeekfree=0.005517ms, SortExportsSeekfreeConstructor=0.011429ms, SortExportsSeekfreeInner=0.296738ms, SortExportsSeekfree=0.003546ms, BuildDependencyMap=0.008669ms, SerializeImportMap=0.003941ms, SerializeExportMap=0.003152ms, SerializeDependencyMap=0.002760ms, SerializeStringAssetReferenceMap=0.002366ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018127ms, SerializeExports=0.225805ms, SerializeBulkData=0.012215ms, AsyncWrite=0.106007ms, UnaccountedTime=0.127286ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
SavePackageTransactionId94025FB5402CCF9893FD5DB170FE5A70_19, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Opaque.uasset, FlushAsyncLoading=0.008274ms, FlushStreamingFunc=0.004731ms, BlockTillAllRequestsFinished=0.003941ms, ResetLoadersForSaveUnMarkAllObjects=0.115857ms, TagPackageExports=0.119802ms, BeginCacheForCookedPlatformData=0.004333ms, SerializeImports=0.148173ms, GatherLocalizableTextData=0.003546ms, MarkNames=0.008274ms, SerializeSummary=0.011034ms, SerializeNames=0.057537ms, SerializeGatherableTextData=0.002757ms, BuildExportMap=0.016551ms, SortExportsNonSeekfree=0.005122ms, SortExportsSeekfreeConstructor=0.010643ms, SortExportsSeekfreeInner=0.536729ms, SortExportsSeekfree=0.004727ms, BuildDependencyMap=0.009459ms, SerializeImportMap=0.005122ms, SerializeExportMap=0.003152ms, SerializeDependencyMap=0.002366ms, SerializeStringAssetReferenceMap=0.002757ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.029162ms, SerializeExports=0.187974ms, SerializeBulkData=0.010248ms, AsyncWrite=0.084728ms, UnaccountedTime=0.116251ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
SavePackageTransactionId94025FB5402CCF9893FD5DB170FE5A70_20, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Opaque_OneSided.uasset, FlushAsyncLoading=0.007484ms, FlushStreamingFunc=0.003546ms, BlockTillAllRequestsFinished=0.004336ms, ResetLoadersForSaveUnMarkAllObjects=0.107978ms, TagPackageExports=0.094578ms, BeginCacheForCookedPlatformData=0.004336ms, SerializeImports=0.117436ms, GatherLocalizableTextData=0.004727ms, MarkNames=0.005517ms, SerializeSummary=0.009459ms, SerializeNames=0.054382ms, SerializeGatherableTextData=0.003546ms, BuildExportMap=0.015762ms, SortExportsNonSeekfree=0.005126ms, SortExportsSeekfreeConstructor=0.011425ms, SortExportsSeekfreeInner=0.240780ms, SortExportsSeekfree=0.004336ms, BuildDependencyMap=0.008669ms, SerializeImportMap=0.006303ms, SerializeExportMap=0.003546ms, SerializeDependencyMap=0.002757ms, SerializeStringAssetReferenceMap=0.002366ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020493ms, SerializeExports=0.157628ms, SerializeBulkData=0.020888ms, AsyncWrite=0.107192ms, UnaccountedTime=0.123739ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
SavePackageTransactionId94025FB5402CCF9893FD5DB170FE5A70_21, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Masked.uasset, FlushAsyncLoading=0.007488ms, FlushStreamingFunc=0.004336ms, BlockTillAllRequestsFinished=0.004333ms, ResetLoadersForSaveUnMarkAllObjects=0.112705ms, TagPackageExports=0.153691ms, BeginCacheForCookedPlatformData=0.004333ms, SerializeImports=0.191916ms, GatherLocalizableTextData=0.003546ms, MarkNames=0.007488ms, SerializeSummary=0.012610ms, SerializeNames=0.067782ms, SerializeGatherableTextData=0.003152ms, BuildExportMap=0.013795ms, SortExportsNonSeekfree=0.004727ms, SortExportsSeekfreeConstructor=0.011034ms, SortExportsSeekfreeInner=0.573773ms, SortExportsSeekfree=0.005517ms, BuildDependencyMap=0.009064ms, SerializeImportMap=0.003155ms, SerializeExportMap=0.003152ms, SerializeDependencyMap=0.002362ms, SerializeStringAssetReferenceMap=0.001971ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021283ms, SerializeExports=0.243142ms, SerializeBulkData=0.010639ms, AsyncWrite=0.089061ms, UnaccountedTime=0.122949ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
SavePackageTransactionId94025FB5402CCF9893FD5DB170FE5A70_22, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Masked_OneSided.uasset, FlushAsyncLoading=0.007879ms, FlushStreamingFunc=0.003941ms, BlockTillAllRequestsFinished=0.004336ms, ResetLoadersForSaveUnMarkAllObjects=0.117827ms, TagPackageExports=0.146594ms, BeginCacheForCookedPlatformData=0.003941ms, SerializeImports=0.178911ms, GatherLocalizableTextData=0.002760ms, MarkNames=0.005122ms, SerializeSummary=0.007488ms, SerializeNames=0.044528ms, SerializeGatherableTextData=0.001576ms, BuildExportMap=0.011034ms, SortExportsNonSeekfree=0.004336ms, SortExportsSeekfreeConstructor=0.010639ms, SortExportsSeekfreeInner=0.300284ms, SortExportsSeekfree=0.005517ms, BuildDependencyMap=0.010245ms, SerializeImportMap=0.004727ms, SerializeExportMap=0.003546ms, SerializeDependencyMap=0.003155ms, SerializeStringAssetReferenceMap=0.001971ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.023250ms, SerializeExports=0.264816ms, SerializeBulkData=0.014190ms, AsyncWrite=0.094973ms, UnaccountedTime=0.130046ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_152, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_5216118D4EACC7D4064ADCBA89F7720__4776B6E2E6502A15BA73B7522CDBB3F8E50002AD, StartTime=2015.12.10-06.29.46, HierarchicalDDC, Duration=0.013400ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionIdC6859BC74D095BD7A8F06DA355242A30_3, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_5216118D4EACC7D4064ADCBA89F7720__4776B6E2E6502A15BA73B7522CDBB3F8E50002AD, StartTime=2015.12.10-06.29.46, HierarchicalDDC, DataSize=22665 bytes, Retrieved=true, Duration=0.192311ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionIdA1F014F9470A4B676FE3BB9DFD7A808F_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_5216118D4EACC7D4064ADCBA89F7720__66F5A912C12ECCBFC7828C141D8C68C1A07C0A15, StartTime=2015.12.10-06.29.46, HierarchicalDDC, DataSize=65797 bytes, Retrieved=true, Duration=0.228956ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
SavePackageTransactionId94025FB5402CCF9893FD5DB170FE5A70_23, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorResources/S_Actor.uasset, FlushAsyncLoading=0.005517ms, FlushStreamingFunc=0.004731ms, BlockTillAllRequestsFinished=0.004333ms, ResetLoadersForSaveUnMarkAllObjects=0.101674ms, TagPackageExports=0.059899ms, BeginCacheForCookedPlatformData=0.044137ms, SerializeImports=0.064630ms, GatherLocalizableTextData=0.003546ms, MarkNames=0.004727ms, SerializeSummary=0.010248ms, SerializeNames=0.020098ms, SerializeGatherableTextData=0.002757ms, BuildExportMap=0.010245ms, SortExportsNonSeekfree=0.005126ms, SortExportsSeekfreeConstructor=0.012215ms, SortExportsSeekfreeInner=0.202160ms, SortExportsSeekfree=0.002757ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.003546ms, SerializeExportMap=0.002757ms, SerializeDependencyMap=0.002362ms, SerializeStringAssetReferenceMap=0.002760ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013791ms, SerializeExports=0.059508ms, SerializeBulkData=0.023250ms, AsyncWrite=0.095367ms, UnaccountedTime=0.185214ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_153, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_B19E8D43472CA8B277E8CCA8993996A__878CA4B0813C95120A256C74CF1AC98FA54BEF64, StartTime=2015.12.10-06.29.46, HierarchicalDDC, Duration=0.011034ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionIdC6859BC74D095BD7A8F06DA355242A30_4, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_B19E8D43472CA8B277E8CCA8993996A__878CA4B0813C95120A256C74CF1AC98FA54BEF64, StartTime=2015.12.10-06.29.46, HierarchicalDDC, DataSize=160312 bytes, Retrieved=true, Duration=0.798792ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
SavePackageTransactionId94025FB5402CCF9893FD5DB170FE5A70_24, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/Maps/Templates/Thumbnails/Default.uasset, FlushAsyncLoading=0.007488ms, FlushStreamingFunc=0.004727ms, BlockTillAllRequestsFinished=0.004336ms, ResetLoadersForSaveUnMarkAllObjects=0.115857ms, TagPackageExports=0.046894ms, BeginCacheForCookedPlatformData=0.027586ms, SerializeImports=0.041381ms, GatherLocalizableTextData=0.001967ms, MarkNames=0.003550ms, SerializeSummary=0.008274ms, SerializeNames=0.018127ms, SerializeGatherableTextData=0.001181ms, BuildExportMap=0.007097ms, SortExportsNonSeekfree=0.003152ms, SortExportsSeekfreeConstructor=0.007879ms, SortExportsSeekfreeInner=0.133198ms, SortExportsSeekfree=0.001576ms, BuildDependencyMap=0.005517ms, SerializeImportMap=0.003546ms, SerializeExportMap=0.002757ms, SerializeDependencyMap=0.001576ms, SerializeStringAssetReferenceMap=0.001971ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011034ms, SerializeExports=0.063445ms, SerializeBulkData=0.010639ms, AsyncWrite=0.097733ms, UnaccountedTime=0.193492ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
