DDCTransactionId689AC54C48F42F77137CDB81AF147490_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.17-07.36.19, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.546958ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
E:/NightmareGame/TheGame/Content/ThirdPersonBP/Mannequin/Animations/ThirdPersonJump_Loop.uasset, AllOfLoadPackage_Duration=49.897835ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000428ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004277ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.041056ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.014115ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=23.450442ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
SavePackageTransactionIdD15A28234F97F14ADD81DC8018D8CD34_372, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/ThirdPersonBP/Mannequin/Animations/ThirdPersonJump_Loop.uasset, FlushAsyncLoading=0.025231ms, FlushStreamingFunc=0.003420ms, BlockTillAllRequestsFinished=0.002995ms, ResetLoadersForSaveUnMarkAllObjects=12.978226ms, TagPackageExports=0.043619ms, BeginCacheForCookedPlatformData=0.002991ms, SerializeImports=0.056021ms, GatherLocalizableTextData=0.002567ms, MarkNames=0.004277ms, SerializeSummary=0.007272ms, SerializeNames=0.021808ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.009838ms, SortExportsNonSeekfree=0.003420ms, SortExportsSeekfreeConstructor=0.007696ms, SortExportsSeekfreeInner=0.286952ms, SortExportsSeekfree=0.002995ms, BuildDependencyMap=0.006415ms, SerializeImportMap=0.002567ms, SerializeExportMap=0.001710ms, SerializeDependencyMap=0.001710ms, SerializeStringAssetReferenceMap=0.002138ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015397ms, SerializeExports=0.051316ms, SerializeBulkData=0.007272ms, AsyncWrite=0.061579ms, UnaccountedTime=8.925848ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
E:/NightmareGame/TheGame/Content/ThirdPersonBP/Mannequin/Animations/ThirdPersonIdle.uasset, AllOfLoadPackage_Duration=98.011099ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000428ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003424ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.040624ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.012405ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=14.603283ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
SavePackageTransactionIdD15A28234F97F14ADD81DC8018D8CD34_373, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/ThirdPersonBP/Mannequin/Animations/ThirdPersonIdle.uasset, FlushAsyncLoading=0.021812ms, FlushStreamingFunc=0.003420ms, BlockTillAllRequestsFinished=0.002567ms, ResetLoadersForSaveUnMarkAllObjects=5.078305ms, TagPackageExports=0.084676ms, BeginCacheForCookedPlatformData=0.003420ms, SerializeImports=0.093654ms, GatherLocalizableTextData=0.002995ms, MarkNames=0.003848ms, SerializeSummary=0.008125ms, SerializeNames=0.022240ms, SerializeGatherableTextData=0.001281ms, BuildExportMap=0.010692ms, SortExportsNonSeekfree=0.002991ms, SortExportsSeekfreeConstructor=0.007272ms, SortExportsSeekfreeInner=0.326723ms, SortExportsSeekfree=0.002991ms, BuildDependencyMap=0.006415ms, SerializeImportMap=0.002563ms, SerializeExportMap=0.002138ms, SerializeDependencyMap=0.001710ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015825ms, SerializeExports=0.093225ms, SerializeBulkData=0.007700ms, AsyncWrite=0.095367ms, UnaccountedTime=7.941402ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
E:/NightmareGame/TheGame/Content/ThirdPersonBP/HUD/myHUD.uasset, AllOfLoadPackage_Duration=49.164850ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000853ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.092372ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.043623ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.213820ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4403.569911ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
SavePackageTransactionIdD15A28234F97F14ADD81DC8018D8CD34_374, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/ThirdPersonBP/HUD/myHUD.uasset, FlushAsyncLoading=0.027370ms, FlushStreamingFunc=0.003848ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=4382.341309ms, TagPackageExports=2.960596ms, BeginCacheForCookedPlatformData=0.010692ms, SerializeImports=0.144545ms, GatherLocalizableTextData=0.003424ms, MarkNames=0.015821ms, SerializeSummary=0.010263ms, SerializeNames=0.053883ms, SerializeGatherableTextData=0.002138ms, BuildExportMap=0.120599ms, SortExportsNonSeekfree=0.138555ms, SortExportsSeekfreeConstructor=0.007700ms, SortExportsSeekfreeInner=1.638316ms, SortExportsSeekfree=0.005130ms, BuildDependencyMap=0.020955ms, SerializeImportMap=0.005558ms, SerializeExportMap=0.005562ms, SerializeDependencyMap=0.002995ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014968ms, SerializeExports=0.049606ms, SerializeBulkData=0.008553ms, AsyncWrite=0.122305ms, UnaccountedTime=10.620613ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
E:/NightmareGame/TheGame/Content/StarterContent/Textures/T_Wood_Walnut_N.uasset, AllOfLoadPackage_Duration=45.408417ms, AllOfLoadPackage_HitCount=1807, ResolveRedirectors_Duration=0.075698ms, ResolveRedirectors_HitCount=1807, CacheForCookedPlatformData_Duration=150.129277ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.046611ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.065003ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2055.105720ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_948, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_3C5036C745FAB3A50D8F9F93DC2E1C1C___9F5C2420EF0E6175CCC885355B13E75AFCAF479D, StartTime=2015.11.17-07.43.17, HierarchicalDDC, Duration=0.016678ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_42, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_3C5036C745FAB3A50D8F9F93DC2E1C1C___9F5C2420EF0E6175CCC885355B13E75AFCAF479D, StartTime=2015.11.17-07.43.17, HierarchicalDDC, DataSize=7468 bytes, Retrieved=true, Duration=12.131058ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_43, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_3C5036C745FAB3A50D8F9F93DC2E1C1C___CBCAB8BD467E34175353A9DC95B5ED5F256089A3, StartTime=2015.11.17-07.43.17, HierarchicalDDC, DataSize=4194565 bytes, Retrieved=true, Duration=91.329117ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_44, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_3C5036C745FAB3A50D8F9F93DC2E1C1C___3CB8C1A9FFD45E6957C0B658E622B19908E6CE67, StartTime=2015.11.17-07.43.17, HierarchicalDDC, DataSize=1048837 bytes, Retrieved=true, Duration=32.600376ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_45, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_3C5036C745FAB3A50D8F9F93DC2E1C1C___365B7CD861F3132227BB5E8C8F1E9F5F14FD81ED, StartTime=2015.11.17-07.43.17, HierarchicalDDC, DataSize=262403 bytes, Retrieved=true, Duration=7.956371ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_46, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_3C5036C745FAB3A50D8F9F93DC2E1C1C___6B5FAC081DBCA67FE868841AEB9D6A219B1A3571, StartTime=2015.11.17-07.43.17, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=0.513606ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_47, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_3C5036C745FAB3A50D8F9F93DC2E1C1C___DDB47B16EE96E3F8A9B4EA2A18FC8B899B980351, StartTime=2015.11.17-07.43.17, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=0.181321ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
SavePackageTransactionIdD15A28234F97F14ADD81DC8018D8CD34_375, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Textures/T_Wood_Walnut_N.uasset, FlushAsyncLoading=0.021808ms, FlushStreamingFunc=0.002995ms, BlockTillAllRequestsFinished=0.002991ms, ResetLoadersForSaveUnMarkAllObjects=2025.696045ms, TagPackageExports=0.036351ms, BeginCacheForCookedPlatformData=0.027370ms, SerializeImports=0.041481ms, GatherLocalizableTextData=0.002567ms, MarkNames=0.003848ms, SerializeSummary=0.007696ms, SerializeNames=0.017963ms, SerializeGatherableTextData=0.001281ms, BuildExportMap=0.007696ms, SortExportsNonSeekfree=0.002995ms, SortExportsSeekfreeConstructor=0.008553ms, SortExportsSeekfreeInner=0.176616ms, SortExportsSeekfree=0.006415ms, BuildDependencyMap=0.006843ms, SerializeImportMap=0.007696ms, SerializeExportMap=0.002995ms, SerializeDependencyMap=0.002138ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012401ms, SerializeExports=0.064146ms, SerializeBulkData=2.130967ms, AsyncWrite=2.791248ms, UnaccountedTime=23.278959ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_949, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufB694B97C__9D95DB38B4B04CE3646C867E178BD80EA2168BBF, StartTime=2015.11.17-07.43.19, HierarchicalDDC, DataSize=153891 bytes, Retrieved=true, Duration=0.407975ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_950, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufB694B97C__9F7010F7C8B43BAD40757801478258DCA694FD58, StartTime=2015.11.17-07.43.19, HierarchicalDDC, DataSize=120291 bytes, Retrieved=true, Duration=0.317741ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
E:/NightmareGame/TheGame/Content/StarterContent/Props/Materials/M_Frame.uasset, AllOfLoadPackage_Duration=37.909612ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000428ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.010263ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.043191ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.018388ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2763.291478ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
SavePackageTransactionIdD15A28234F97F14ADD81DC8018D8CD34_376, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Props/Materials/M_Frame.uasset, FlushAsyncLoading=0.019673ms, FlushStreamingFunc=0.003420ms, BlockTillAllRequestsFinished=0.002567ms, ResetLoadersForSaveUnMarkAllObjects=101.538757ms, TagPackageExports=0.336986ms, BeginCacheForCookedPlatformData=0.008125ms, SerializeImports=0.411395ms, GatherLocalizableTextData=0.003848ms, MarkNames=0.006415ms, SerializeSummary=0.008553ms, SerializeNames=0.082962ms, SerializeGatherableTextData=0.002138ms, BuildExportMap=0.045333ms, SortExportsNonSeekfree=0.056878ms, SortExportsSeekfreeConstructor=0.007268ms, SortExportsSeekfreeInner=0.718873ms, SortExportsSeekfree=0.003424ms, BuildDependencyMap=0.011116ms, SerializeImportMap=0.003848ms, SerializeExportMap=0.003424ms, SerializeDependencyMap=0.002138ms, SerializeStringAssetReferenceMap=0.001281ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015825ms, SerializeExports=0.540543ms, SerializeBulkData=0.010263ms, AsyncWrite=0.109475ms, UnaccountedTime=2658.347900ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_951, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf2A10CA15__EBB4202C19420F3E6BE6AD8282C9B66EC168711D, StartTime=2015.11.17-07.43.22, HierarchicalDDC, DataSize=160734 bytes, Retrieved=true, Duration=0.420377ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_952, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf2A10CA15__BFA4478F1A3FD260B7E856535809072D8187895A, StartTime=2015.11.17-07.43.22, HierarchicalDDC, DataSize=126424 bytes, Retrieved=true, Duration=0.444751ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
E:/NightmareGame/TheGame/Content/StarterContent/Props/Materials/M_Door.uasset, AllOfLoadPackage_Duration=49.243107ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000428ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.013255ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.052173ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.022236ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=50.106958ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
SavePackageTransactionIdD15A28234F97F14ADD81DC8018D8CD34_377, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Props/Materials/M_Door.uasset, FlushAsyncLoading=0.073127ms, FlushStreamingFunc=0.003420ms, BlockTillAllRequestsFinished=0.002995ms, ResetLoadersForSaveUnMarkAllObjects=2.050564ms, TagPackageExports=0.741541ms, BeginCacheForCookedPlatformData=0.010692ms, SerializeImports=0.595711ms, GatherLocalizableTextData=0.006843ms, MarkNames=0.009835ms, SerializeSummary=0.017960ms, SerializeNames=0.126157ms, SerializeGatherableTextData=0.003848ms, BuildExportMap=0.056021ms, SortExportsNonSeekfree=0.231788ms, SortExportsSeekfreeConstructor=0.009406ms, SortExportsSeekfreeInner=1.116585ms, SortExportsSeekfree=0.006415ms, BuildDependencyMap=0.018816ms, SerializeImportMap=0.004277ms, SerializeExportMap=0.005133ms, SerializeDependencyMap=0.002995ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020526ms, SerializeExports=0.695355ms, SerializeBulkData=0.013683ms, AsyncWrite=0.265997ms, UnaccountedTime=42.588066ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_953, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufC9952472__65F3A8FE9D363D509D6BA919BCE340DC3B09A96F, StartTime=2015.11.17-07.43.22, HierarchicalDDC, DataSize=92392 bytes, Retrieved=true, Duration=22.695646ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_954, CachedDataProbablyExists, Parent=DDCTransactionId689AC54C48F42F77137CDB81AF147490_953, StartTime=2015.11.17-07.43.22, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.199713ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_955, GetCachedData, Parent=DDCTransactionId689AC54C48F42F77137CDB81AF147490_953, StartTime=2015.11.17-07.43.22, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=22.376194ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_956, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufC9952472__639E64A5A17115A698E576E9F16E16BC4D20132C, StartTime=2015.11.17-07.43.22, HierarchicalDDC, DataSize=60794 bytes, Retrieved=true, Duration=15.476968ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_957, CachedDataProbablyExists, Parent=DDCTransactionId689AC54C48F42F77137CDB81AF147490_956, StartTime=2015.11.17-07.43.22, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.245899ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_958, GetCachedData, Parent=DDCTransactionId689AC54C48F42F77137CDB81AF147490_956, StartTime=2015.11.17-07.43.22, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=15.118599ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_959, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf3F621B86__C845C9447816A3BFB8963A887FF63470B31E93AF, StartTime=2015.11.17-07.43.22, HierarchicalDDC, DataSize=92392 bytes, Retrieved=true, Duration=9.553205ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_960, CachedDataProbablyExists, Parent=DDCTransactionId689AC54C48F42F77137CDB81AF147490_959, StartTime=2015.11.17-07.43.22, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.291657ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_961, GetCachedData, Parent=DDCTransactionId689AC54C48F42F77137CDB81AF147490_959, StartTime=2015.11.17-07.43.22, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=9.133257ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_962, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf3F621B86__67D1C774E0AC63DB7CC58AE8793C2D1D08A2C873, StartTime=2015.11.17-07.43.22, HierarchicalDDC, DataSize=60794 bytes, Retrieved=true, Duration=12.370542ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_963, CachedDataProbablyExists, Parent=DDCTransactionId689AC54C48F42F77137CDB81AF147490_962, StartTime=2015.11.17-07.43.22, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.400275ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_964, GetCachedData, Parent=DDCTransactionId689AC54C48F42F77137CDB81AF147490_962, StartTime=2015.11.17-07.43.22, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=11.830852ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_965, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufF575D520__64D6B68BEC97B686377C06EACC8CACC8651E5126, StartTime=2015.11.17-07.43.22, HierarchicalDDC, DataSize=92392 bytes, Retrieved=true, Duration=7.618099ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_966, CachedDataProbablyExists, Parent=DDCTransactionId689AC54C48F42F77137CDB81AF147490_965, StartTime=2015.11.17-07.43.22, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.272837ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_967, GetCachedData, Parent=DDCTransactionId689AC54C48F42F77137CDB81AF147490_965, StartTime=2015.11.17-07.43.22, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=7.217396ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_968, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufF575D520__3B1DC85DDE17A4DA0A90B1EE1D6D09288D35BAEB, StartTime=2015.11.17-07.43.22, HierarchicalDDC, DataSize=60794 bytes, Retrieved=true, Duration=14.199160ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_969, CachedDataProbablyExists, Parent=DDCTransactionId689AC54C48F42F77137CDB81AF147490_968, StartTime=2015.11.17-07.43.22, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.239909ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_970, GetCachedData, Parent=DDCTransactionId689AC54C48F42F77137CDB81AF147490_968, StartTime=2015.11.17-07.43.22, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=13.848063ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_971, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufBC41DB06__AEEFA918FF4E0C5D24E56E77DAE89BE316D777D1, StartTime=2015.11.17-07.43.22, HierarchicalDDC, DataSize=92420 bytes, Retrieved=true, Duration=47.766014ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_972, CachedDataProbablyExists, Parent=DDCTransactionId689AC54C48F42F77137CDB81AF147490_971, StartTime=2015.11.17-07.43.22, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.292081ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_973, GetCachedData, Parent=DDCTransactionId689AC54C48F42F77137CDB81AF147490_971, StartTime=2015.11.17-07.43.22, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=47.349915ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_974, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufBC41DB06__F46014BE408F77C4D46F8BE32A7BDC2E33D8EC8C, StartTime=2015.11.17-07.43.22, HierarchicalDDC, DataSize=60812 bytes, Retrieved=true, Duration=12.412451ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_975, CachedDataProbablyExists, Parent=DDCTransactionId689AC54C48F42F77137CDB81AF147490_974, StartTime=2015.11.17-07.43.22, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.277542ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_976, GetCachedData, Parent=DDCTransactionId689AC54C48F42F77137CDB81AF147490_974, StartTime=2015.11.17-07.43.22, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=12.024999ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_977, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufE88849BE__0AA74650B744B35E5285C53E963777C12A1E05B7, StartTime=2015.11.17-07.43.22, HierarchicalDDC, DataSize=92420 bytes, Retrieved=true, Duration=25.067373ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_978, CachedDataProbablyExists, Parent=DDCTransactionId689AC54C48F42F77137CDB81AF147490_977, StartTime=2015.11.17-07.43.22, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.207834ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_979, GetCachedData, Parent=DDCTransactionId689AC54C48F42F77137CDB81AF147490_977, StartTime=2015.11.17-07.43.22, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=24.728251ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
