DDCTransactionId00086B6549B00CD80F3790B8CC6E2FF8_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.17-06.20.15, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.533704ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
DDCTransactionId00086B6549B00CD80F3790B8CC6E2FF8_192, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B07BB94C4024838454154883B7876__59CB28ED8FB21C25306FDB3AEC6027252B011A56, StartTime=2015.11.17-06.23.00, HierarchicalDDC, Duration=0.011973ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
SavePackageTransactionId93BA05C441820BB94A92BEA413292679_60, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/AICON-Green.uasset, FlushAsyncLoading=0.006415ms, FlushStreamingFunc=0.004705ms, BlockTillAllRequestsFinished=0.004277ms, ResetLoadersForSaveUnMarkAllObjects=19.410461ms, TagPackageExports=0.084672ms, BeginCacheForCookedPlatformData=0.048324ms, SerializeImports=0.069279ms, GatherLocalizableTextData=0.003424ms, MarkNames=0.005558ms, SerializeSummary=0.011120ms, SerializeNames=0.018388ms, SerializeGatherableTextData=0.002567ms, BuildExportMap=0.011545ms, SortExportsNonSeekfree=0.004705ms, SortExportsSeekfreeConstructor=0.013255ms, SortExportsSeekfreeInner=0.224087ms, SortExportsSeekfree=0.003424ms, BuildDependencyMap=0.008553ms, SerializeImportMap=0.003848ms, SerializeExportMap=0.003420ms, SerializeDependencyMap=0.002995ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017103ms, SerializeExports=0.060301ms, SerializeBulkData=0.010263ms, AsyncWrite=0.093229ms, UnaccountedTime=27.050373ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
DDCTransactionId00086B6549B00CD80F3790B8CC6E2FF8_193, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B07BB94C4024838454154883B7876__59CB28ED8FB21C25306FDB3AEC6027252B011A56, StartTime=2015.11.17-06.23.00, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=18.634714ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
SavePackageTransactionId93BA05C441820BB94A92BEA413292679_61, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Basics/LevelEditorAttract.uasset, FlushAsyncLoading=0.009835ms, FlushStreamingFunc=0.004705ms, BlockTillAllRequestsFinished=0.004701ms, ResetLoadersForSaveUnMarkAllObjects=19.944168ms, TagPackageExports=0.106908ms, BeginCacheForCookedPlatformData=0.005990ms, SerializeImports=0.045758ms, GatherLocalizableTextData=0.002567ms, MarkNames=0.004701ms, SerializeSummary=0.008125ms, SerializeNames=0.062440ms, SerializeGatherableTextData=0.002991ms, BuildExportMap=0.024803ms, SortExportsNonSeekfree=0.007272ms, SortExportsSeekfreeConstructor=0.011545ms, SortExportsSeekfreeInner=0.286952ms, SortExportsSeekfree=0.004277ms, BuildDependencyMap=0.010692ms, SerializeImportMap=0.005130ms, SerializeExportMap=0.003852ms, SerializeDependencyMap=0.003848ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014540ms, SerializeExports=0.036348ms, SerializeBulkData=0.011120ms, AsyncWrite=0.094082ms, UnaccountedTime=5.488846ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
SavePackageTransactionId93BA05C441820BB94A92BEA413292679_62, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/ContentIntroCurve.uasset, FlushAsyncLoading=0.009835ms, FlushStreamingFunc=0.004705ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=1.906022ms, TagPackageExports=0.007272ms, BeginCacheForCookedPlatformData=0.002563ms, SerializeImports=0.014115ms, GatherLocalizableTextData=0.002563ms, MarkNames=0.002995ms, SerializeSummary=0.007696ms, SerializeNames=0.011977ms, SerializeGatherableTextData=0.001281ms, BuildExportMap=0.007272ms, SortExportsNonSeekfree=0.003420ms, SortExportsSeekfreeConstructor=0.007268ms, SortExportsSeekfreeInner=0.061583ms, SortExportsSeekfree=0.002138ms, BuildDependencyMap=0.005133ms, SerializeImportMap=0.002995ms, SerializeExportMap=0.002991ms, SerializeDependencyMap=0.001710ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011973ms, SerializeExports=0.009838ms, SerializeBulkData=0.008978ms, AsyncWrite=0.082966ms, UnaccountedTime=4.160575ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
SavePackageTransactionId93BA05C441820BB94A92BEA413292679_63, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/MaskedUnlitSpriteMaterial.uasset, FlushAsyncLoading=0.008553ms, FlushStreamingFunc=0.003848ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=1.494627ms, TagPackageExports=0.009410ms, BeginCacheForCookedPlatformData=0.002991ms, SerializeImports=0.020955ms, GatherLocalizableTextData=0.002138ms, MarkNames=0.003848ms, SerializeSummary=0.008125ms, SerializeNames=0.024803ms, SerializeGatherableTextData=0.001714ms, BuildExportMap=0.013683ms, SortExportsNonSeekfree=0.003420ms, SortExportsSeekfreeConstructor=0.007272ms, SortExportsSeekfreeInner=0.275403ms, SortExportsSeekfree=0.003852ms, BuildDependencyMap=0.007268ms, SerializeImportMap=0.003848ms, SerializeExportMap=0.002138ms, SerializeDependencyMap=0.002567ms, SerializeStringAssetReferenceMap=0.002563ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014968ms, SerializeExports=0.023093ms, SerializeBulkData=0.011548ms, AsyncWrite=0.059016ms, UnaccountedTime=3.170144ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
SavePackageTransactionId93BA05C441820BB94A92BEA413292679_64, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/DefaultSpriteMaterial.uasset, FlushAsyncLoading=0.011120ms, FlushStreamingFunc=0.005987ms, BlockTillAllRequestsFinished=0.005133ms, ResetLoadersForSaveUnMarkAllObjects=1.130272ms, TagPackageExports=0.166781ms, BeginCacheForCookedPlatformData=0.011973ms, SerializeImports=0.277974ms, GatherLocalizableTextData=0.004273ms, MarkNames=0.009410ms, SerializeSummary=0.011973ms, SerializeNames=0.086386ms, SerializeGatherableTextData=0.003420ms, BuildExportMap=0.040200ms, SortExportsNonSeekfree=0.038918ms, SortExportsSeekfreeConstructor=0.008550ms, SortExportsSeekfreeInner=0.688087ms, SortExportsSeekfree=0.004273ms, BuildDependencyMap=0.013258ms, SerializeImportMap=0.005130ms, SerializeExportMap=0.003848ms, SerializeDependencyMap=0.002991ms, SerializeStringAssetReferenceMap=0.002995ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020526ms, SerializeExports=0.205699ms, SerializeBulkData=0.012401ms, AsyncWrite=0.091944ms, UnaccountedTime=3.939912ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
SavePackageTransactionId93BA05C441820BB94A92BEA413292679_65, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/DummySpriteTexture.uasset, FlushAsyncLoading=0.010263ms, FlushStreamingFunc=0.005987ms, BlockTillAllRequestsFinished=0.004277ms, ResetLoadersForSaveUnMarkAllObjects=1.204681ms, TagPackageExports=0.005987ms, BeginCacheForCookedPlatformData=0.002567ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
DDCTransactionId00086B6549B00CD80F3790B8CC6E2FF8_194, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_584A79B6465982423406428F0D776__7E8A800BE546D16101C11CDEE1840BBEF21B464F, StartTime=2015.11.17-06.23.00, HierarchicalDDC, Duration=0.012401ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
SavePackageTransactionId93BA05C441820BB94A92BEA413292679_66, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/PlaceholderTextures/DummySpriteTexture.uasset, FlushAsyncLoading=0.006415ms, FlushStreamingFunc=0.003848ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=1.196127ms, TagPackageExports=0.087239ms, BeginCacheForCookedPlatformData=0.045758ms, SerializeImports=0.073127ms, GatherLocalizableTextData=0.003420ms, MarkNames=0.005133ms, SerializeSummary=0.010692ms, SerializeNames=0.017531ms, SerializeGatherableTextData=0.002138ms, BuildExportMap=0.011120ms, SortExportsNonSeekfree=0.004705ms, SortExportsSeekfreeConstructor=0.012830ms, SortExportsSeekfreeInner=0.203557ms, SortExportsSeekfree=0.003424ms, BuildDependencyMap=0.007268ms, SerializeImportMap=0.003424ms, SerializeExportMap=0.002991ms, SerializeDependencyMap=0.002995ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015393ms, SerializeExports=0.059444ms, SerializeBulkData=0.015821ms, AsyncWrite=0.084247ms, UnaccountedTime=5.064621ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
DDCTransactionId00086B6549B00CD80F3790B8CC6E2FF8_195, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_584A79B6465982423406428F0D776__7E8A800BE546D16101C11CDEE1840BBEF21B464F, StartTime=2015.11.17-06.23.00, HierarchicalDDC, DataSize=6309 bytes, Retrieved=true, Duration=61.995110ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
DDCTransactionId00086B6549B00CD80F3790B8CC6E2FF8_196, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_584A79B6465982423406428F0D776__61F5CC0CCE5D9CD95B83AA1CB53B0B5FE41AC847, StartTime=2015.11.17-06.23.00, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.114612ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
SavePackageTransactionId93BA05C441820BB94A92BEA413292679_67, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/OpaqueUnlitSpriteMaterial.uasset, FlushAsyncLoading=0.008978ms, FlushStreamingFunc=0.004705ms, BlockTillAllRequestsFinished=0.004277ms, ResetLoadersForSaveUnMarkAllObjects=1.930825ms, TagPackageExports=0.141978ms, BeginCacheForCookedPlatformData=0.004705ms, SerializeImports=0.166353ms, GatherLocalizableTextData=0.003848ms, MarkNames=0.006843ms, SerializeSummary=0.011548ms, SerializeNames=0.059441ms, SerializeGatherableTextData=0.002567ms, BuildExportMap=0.016250ms, SortExportsNonSeekfree=0.005133ms, SortExportsSeekfreeConstructor=0.011973ms, SortExportsSeekfreeInner=0.546962ms, SortExportsSeekfree=0.004277ms, BuildDependencyMap=0.008978ms, SerializeImportMap=0.004277ms, SerializeExportMap=0.003420ms, SerializeDependencyMap=0.003848ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020098ms, SerializeExports=0.202708ms, SerializeBulkData=0.012401ms, AsyncWrite=0.111189ms, UnaccountedTime=5.640235ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
SavePackageTransactionId93BA05C441820BB94A92BEA413292679_68, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/DefaultPaperTerrainMaterial.uasset, FlushAsyncLoading=0.008978ms, FlushStreamingFunc=0.004277ms, BlockTillAllRequestsFinished=0.004277ms, ResetLoadersForSaveUnMarkAllObjects=2.107445ms, TagPackageExports=0.014111ms, BeginCacheForCookedPlatformData=0.004277ms, SerializeImports=0.027370ms, GatherLocalizableTextData=0.003424ms, MarkNames=0.007696ms, SerializeSummary=0.011545ms, SerializeNames=0.030793ms, SerializeGatherableTextData=0.002991ms, BuildExportMap=0.015825ms, SortExportsNonSeekfree=0.005558ms, SortExportsSeekfreeConstructor=0.011973ms, SortExportsSeekfreeInner=0.304915ms, SortExportsSeekfree=0.004701ms, BuildDependencyMap=0.009410ms, SerializeImportMap=0.003852ms, SerializeExportMap=0.002991ms, SerializeDependencyMap=0.002995ms, SerializeStringAssetReferenceMap=0.002563ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014544ms, SerializeExports=0.013255ms, SerializeBulkData=0.009835ms, AsyncWrite=0.090662ms, UnaccountedTime=6.300949ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
SavePackageTransactionId93BA05C441820BB94A92BEA413292679_69, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Plugins/2D/Paper2D/Content/DummySprite.uasset, FlushAsyncLoading=0.017107ms, FlushStreamingFunc=0.005562ms, BlockTillAllRequestsFinished=0.005558ms, ResetLoadersForSaveUnMarkAllObjects=2.541933ms, TagPackageExports=0.017535ms, BeginCacheForCookedPlatformData=0.002991ms, SerializeImports=0.032075ms, GatherLocalizableTextData=0.002567ms, MarkNames=0.006840ms, SerializeSummary=0.011977ms, SerializeNames=0.046182ms, SerializeGatherableTextData=0.002995ms, BuildExportMap=0.021383ms, SortExportsNonSeekfree=0.007268ms, SortExportsSeekfreeConstructor=0.011977ms, SortExportsSeekfreeInner=0.588868ms, SortExportsSeekfree=0.006415ms, BuildDependencyMap=0.011120ms, SerializeImportMap=0.004701ms, SerializeExportMap=0.003852ms, SerializeDependencyMap=0.002567ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017960ms, SerializeExports=0.030365ms, SerializeBulkData=0.010692ms, AsyncWrite=0.091515ms, UnaccountedTime=7.684812ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
SavePackageTransactionId93BA05C441820BB94A92BEA413292679_70, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_CapsuleMesh.uasset, FlushAsyncLoading=0.011120ms, FlushStreamingFunc=0.006415ms, BlockTillAllRequestsFinished=0.004277ms, ResetLoadersForSaveUnMarkAllObjects=1.788847ms, TagPackageExports=0.063717ms, BeginCacheForCookedPlatformData=0.005133ms, SerializeImports=0.079542ms, GatherLocalizableTextData=0.003848ms, MarkNames=0.006843ms, SerializeSummary=0.011973ms, SerializeNames=0.038914ms, SerializeGatherableTextData=0.003424ms, BuildExportMap=0.018816ms, SortExportsNonSeekfree=0.011116ms, SortExportsSeekfreeConstructor=0.012830ms, SortExportsSeekfreeInner=0.505481ms, SortExportsSeekfree=0.003420ms, BuildDependencyMap=0.009835ms, SerializeImportMap=0.004277ms, SerializeExportMap=0.003420ms, SerializeDependencyMap=0.002995ms, SerializeStringAssetReferenceMap=0.002138ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013683ms, SerializeExports=0.091091ms, SerializeBulkData=0.010263ms, AsyncWrite=0.095792ms, UnaccountedTime=6.533589ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
SavePackageTransactionId93BA05C441820BB94A92BEA413292679_71, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_TorusMesh.uasset, FlushAsyncLoading=0.007696ms, FlushStreamingFunc=0.003424ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=8.773602ms, TagPackageExports=0.062007ms, BeginCacheForCookedPlatformData=0.005133ms, SerializeImports=0.078686ms, GatherLocalizableTextData=0.004277ms, MarkNames=0.006415ms, SerializeSummary=0.011120ms, SerializeNames=0.043191ms, SerializeGatherableTextData=0.002995ms, BuildExportMap=0.018816ms, SortExportsNonSeekfree=0.010263ms, SortExportsSeekfreeConstructor=0.012401ms, SortExportsSeekfreeInner=0.510182ms, SortExportsSeekfree=0.003420ms, BuildDependencyMap=0.009838ms, SerializeImportMap=0.004705ms, SerializeExportMap=0.003848ms, SerializeDependencyMap=0.002995ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015393ms, SerializeExports=0.247609ms, SerializeBulkData=0.012830ms, AsyncWrite=0.153098ms, UnaccountedTime=13.004311ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
SavePackageTransactionId93BA05C441820BB94A92BEA413292679_72, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_HandColor.uasset, FlushAsyncLoading=0.008125ms, FlushStreamingFunc=0.004277ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=6.079428ms, TagPackageExports=0.349388ms, BeginCacheForCookedPlatformData=0.009835ms, SerializeImports=0.333138ms, GatherLocalizableTextData=0.005987ms, MarkNames=0.005558ms, SerializeSummary=0.011973ms, SerializeNames=0.066288ms, SerializeGatherableTextData=0.003420ms, BuildExportMap=0.014540ms, SortExportsNonSeekfree=0.007696ms, SortExportsSeekfreeConstructor=0.008982ms, SortExportsSeekfreeInner=0.717592ms, SortExportsSeekfree=0.004277ms, BuildDependencyMap=0.007272ms, SerializeImportMap=0.002567ms, SerializeExportMap=0.002563ms, SerializeDependencyMap=0.001714ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016678ms, SerializeExports=0.482384ms, SerializeBulkData=0.011548ms, AsyncWrite=0.112046ms, UnaccountedTime=5.735170ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
SavePackageTransactionId93BA05C441820BB94A92BEA413292679_73, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_PassthroughMaterial.uasset, FlushAsyncLoading=0.015397ms, FlushStreamingFunc=0.005130ms, BlockTillAllRequestsFinished=0.004705ms, ResetLoadersForSaveUnMarkAllObjects=2.343077ms, TagPackageExports=0.346821ms, BeginCacheForCookedPlatformData=0.015393ms, SerializeImports=0.448603ms, GatherLocalizableTextData=0.002995ms, MarkNames=0.014540ms, SerializeSummary=0.010263ms, SerializeNames=0.080824ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.137702ms, SortExportsNonSeekfree=0.560645ms, SortExportsSeekfreeConstructor=0.008553ms, SortExportsSeekfreeInner=0.895493ms, SortExportsSeekfree=0.003848ms, BuildDependencyMap=0.024807ms, SerializeImportMap=0.005130ms, SerializeExportMap=0.008553ms, SerializeDependencyMap=0.004277ms, SerializeStringAssetReferenceMap=0.001714ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018388ms, SerializeExports=0.319880ms, SerializeBulkData=0.008982ms, AsyncWrite=0.084676ms, UnaccountedTime=5.568389ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
DDCTransactionId00086B6549B00CD80F3790B8CC6E2FF8_197, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F5B300EB4E4ACA2755332398BF639__9C27E141122AED618AF7EE9E2CD56DC3C49362A0, StartTime=2015.11.17-06.23.00, HierarchicalDDC, Duration=0.012401ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
SavePackageTransactionId93BA05C441820BB94A92BEA413292679_74, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_SampleDistortion.uasset, FlushAsyncLoading=0.005987ms, FlushStreamingFunc=0.003848ms, BlockTillAllRequestsFinished=0.004277ms, ResetLoadersForSaveUnMarkAllObjects=2.782270ms, TagPackageExports=0.065859ms, BeginCacheForCookedPlatformData=0.029080ms, SerializeImports=0.042763ms, GatherLocalizableTextData=0.002138ms, MarkNames=0.003424ms, SerializeSummary=0.007696ms, SerializeNames=0.011973ms, SerializeGatherableTextData=0.001714ms, BuildExportMap=0.007268ms, SortExportsNonSeekfree=0.002995ms, SortExportsSeekfreeConstructor=0.008550ms, SortExportsSeekfreeInner=0.132143ms, SortExportsSeekfree=0.002138ms, BuildDependencyMap=0.005133ms, SerializeImportMap=0.002138ms, SerializeExportMap=0.001710ms, SerializeDependencyMap=0.001714ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011116ms, SerializeExports=0.038061ms, SerializeBulkData=0.006843ms, AsyncWrite=0.064574ms, UnaccountedTime=14.661017ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
DDCTransactionId00086B6549B00CD80F3790B8CC6E2FF8_198, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F5B300EB4E4ACA2755332398BF639__9C27E141122AED618AF7EE9E2CD56DC3C49362A0, StartTime=2015.11.17-06.23.00, HierarchicalDDC, DataSize=3270 bytes, Retrieved=true, Duration=43.081573ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
DDCTransactionId00086B6549B00CD80F3790B8CC6E2FF8_199, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__25486F35A7A1EE39D0BCA0F22FF9298F8F66CEB0, StartTime=2015.11.17-06.23.00, HierarchicalDDC, Duration=0.012830ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
SavePackageTransactionId93BA05C441820BB94A92BEA413292679_75, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Plugins/Runtime/LeapMotionController/Content/LM_TestTexture.uasset, FlushAsyncLoading=0.007696ms, FlushStreamingFunc=0.005130ms, BlockTillAllRequestsFinished=0.003852ms, ResetLoadersForSaveUnMarkAllObjects=41.294434ms, TagPackageExports=0.093654ms, BeginCacheForCookedPlatformData=0.048753ms, SerializeImports=0.069275ms, GatherLocalizableTextData=0.004705ms, MarkNames=0.005133ms, SerializeSummary=0.010692ms, SerializeNames=0.017960ms, SerializeGatherableTextData=0.002567ms, BuildExportMap=0.011545ms, SortExportsNonSeekfree=0.005562ms, SortExportsSeekfreeConstructor=0.012830ms, SortExportsSeekfreeInner=0.213820ms, SortExportsSeekfree=0.003424ms, BuildDependencyMap=0.008125ms, SerializeImportMap=0.005558ms, SerializeExportMap=0.003424ms, SerializeDependencyMap=0.002567ms, SerializeStringAssetReferenceMap=0.002563ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017963ms, SerializeExports=0.060298ms, SerializeBulkData=0.118885ms, AsyncWrite=0.160795ms, UnaccountedTime=7.463720ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
DDCTransactionId00086B6549B00CD80F3790B8CC6E2FF8_200, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__25486F35A7A1EE39D0BCA0F22FF9298F8F66CEB0, StartTime=2015.11.17-06.23.00, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=67.840614ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
DDCTransactionId00086B6549B00CD80F3790B8CC6E2FF8_201, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__614A182FD2985EA1A7A5E75550916356986F8024, StartTime=2015.11.17-06.23.00, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=1.453999ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
DDCTransactionId00086B6549B00CD80F3790B8CC6E2FF8_202, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__6C92F9FE0F9192D1333FF4F27A28DE596ED2F6F4, StartTime=2015.11.17-06.23.00, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.330571ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
DDCTransactionId00086B6549B00CD80F3790B8CC6E2FF8_203, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2C8A101D47D0C7AC5EFF01B747F21__3FA1C3E1B32C93524FBAF2472B061A9912FB6CCC, StartTime=2015.11.17-06.23.00, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.195865ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
SavePackageTransactionId93BA05C441820BB94A92BEA413292679_76, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/BasicShapes/Cube.uasset, FlushAsyncLoading=0.007696ms, FlushStreamingFunc=0.003848ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=2.765592ms, TagPackageExports=0.061151ms, BeginCacheForCookedPlatformData=0.005562ms, SerializeImports=0.062007ms, GatherLocalizableTextData=0.002995ms, MarkNames=0.004701ms, SerializeSummary=0.008125ms, SerializeNames=0.095367ms, SerializeGatherableTextData=0.003848ms, BuildExportMap=0.016678ms, SortExportsNonSeekfree=0.006415ms, SortExportsSeekfreeConstructor=0.008125ms, SortExportsSeekfreeInner=0.729140ms, SortExportsSeekfree=0.003420ms, BuildDependencyMap=0.008553ms, SerializeImportMap=0.002995ms, SerializeExportMap=0.002563ms, SerializeDependencyMap=0.001710ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017960ms, SerializeExports=0.064578ms, SerializeBulkData=0.009406ms, AsyncWrite=0.098359ms, UnaccountedTime=6.056335ms, RunGuid=RunID0CF05EF24F5BECD74CD0E2A02CFE349F
