DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.12.10-06.15.53, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=1.125086ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/ThirdPersonBP/Blueprints/War_Games_Cue.uasset, AllOfLoadPackage_Duration=7.284865ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.103246ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004333ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.081182ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.014577ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.028929ms, SaveCookedPackage_HitCount=1, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
SavePackageTransactionId18F4897B4DFDCE74C63ADAAE6EF34A69_256, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/ThirdPersonBP/Blueprints/War_Games_Cue.uasset, FlushAsyncLoading=0.024039ms, FlushStreamingFunc=0.004727ms, BlockTillAllRequestsFinished=0.004731ms, ResetLoadersForSaveUnMarkAllObjects=0.133984ms, TagPackageExports=0.009064ms, BeginCacheForCookedPlatformData=0.003546ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_631, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufD69E8F15__DB8B9361BA203A93750F4AAD8A0E62ED596E28DA, StartTime=2015.12.10-06.16.06, HierarchicalDDC, DataSize=298172 bytes, Retrieved=true, Duration=0.630125ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_632, CachedDataProbablyExists, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_631, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.122949ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_633, GetCachedData, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_631, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.261270ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_634, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufD69E8F15__9FCF9E2C9D93CDAE7EEF650C92F70802C10C62C4, StartTime=2015.12.10-06.16.06, HierarchicalDDC, DataSize=199816 bytes, Retrieved=true, Duration=0.518996ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_635, CachedDataProbablyExists, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_634, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.112705ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_636, GetCachedData, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_634, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.222258ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_637, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufF26C8F12__A10D9C503F31163FB654CC8A379D5B41327AF037, StartTime=2015.12.10-06.16.06, HierarchicalDDC, DataSize=173152 bytes, Retrieved=true, Duration=0.496931ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_638, CachedDataProbablyExists, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_637, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.112705ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_639, GetCachedData, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_637, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.210434ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_640, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufF26C8F12__5A75F4669C71EBAB881DFA084E6D7DFC65747936, StartTime=2015.12.10-06.16.06, HierarchicalDDC, DataSize=164508 bytes, Retrieved=true, Duration=0.471313ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_641, CachedDataProbablyExists, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_640, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.108767ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_642, GetCachedData, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_640, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.195459ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_643, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf38807C7C__6913B6E8C319C59691037787430DDA7056DB5044, StartTime=2015.12.10-06.16.06, HierarchicalDDC, DataSize=289294 bytes, Retrieved=true, Duration=0.622641ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_644, CachedDataProbablyExists, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_643, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.101279ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_645, GetCachedData, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_643, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.271913ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_646, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf38807C7C__9092ACF33C706502032813423067511962EF84DD, StartTime=2015.12.10-06.16.06, HierarchicalDDC, DataSize=194122 bytes, Retrieved=true, Duration=0.520967ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_647, CachedDataProbablyExists, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_646, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.104427ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_648, GetCachedData, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_646, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.230141ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_649, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf8186CE14__428AB93795B4788C45526F938CB52B06E9B4BD32, StartTime=2015.12.10-06.16.06, HierarchicalDDC, DataSize=288184 bytes, Retrieved=true, Duration=0.644706ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_650, CachedDataProbablyExists, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_649, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.117041ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_651, GetCachedData, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_649, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.277426ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_652, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf8186CE14__AF6E7909D1C64B36A23B6AD69E14E59ED5898A39, StartTime=2015.12.10-06.16.06, HierarchicalDDC, DataSize=193372 bytes, Retrieved=true, Duration=0.517812ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_653, CachedDataProbablyExists, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_652, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.106398ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_654, GetCachedData, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_652, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.227384ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_655, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_0173D5304D6B1750C2D0A095CC6D1BE4, StartTime=2015.12.10-06.16.06, HierarchicalDDC, DataSize=5180 bytes, Retrieved=true, Duration=0.290040ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_656, CachedDataProbablyExists, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_655, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.106007ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_657, GetCachedData, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_655, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.133198ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_658, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_F0E359F74F1EBEA995B078BF397A0942, StartTime=2015.12.10-06.16.06, HierarchicalDDC, DataSize=7135 bytes, Retrieved=true, Duration=0.217136ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_659, CachedDataProbablyExists, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_658, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.076450ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_660, GetCachedData, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_658, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.096940ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/ThirdPersonBP/Blueprints/ThirdPersonCharacter.uasset, AllOfLoadPackage_Duration=1020.392973ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.139106ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=3.582139ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.077635ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=7.208806ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=468.922481ms, SaveCookedPackage_HitCount=1, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
SavePackageTransactionId18F4897B4DFDCE74C63ADAAE6EF34A69_257, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/ThirdPersonBP/Blueprints/ThirdPersonCharacter.uasset, FlushAsyncLoading=0.021674ms, FlushStreamingFunc=0.004727ms, BlockTillAllRequestsFinished=0.004336ms, ResetLoadersForSaveUnMarkAllObjects=0.332993ms, TagPackageExports=203.305099ms, BeginCacheForCookedPlatformData=0.076842ms, SerializeImports=3.221169ms, GatherLocalizableTextData=0.031523ms, MarkNames=0.211224ms, SerializeSummary=0.026010ms, SerializeNames=0.623822ms, SerializeGatherableTextData=0.004333ms, BuildExportMap=1.193654ms, SortExportsNonSeekfree=10.082401ms, SortExportsSeekfreeConstructor=0.040587ms, SortExportsSeekfreeInner=14.057435ms, SortExportsSeekfree=0.013791ms, BuildDependencyMap=0.213590ms, SerializeImportMap=0.033889ms, SerializeExportMap=0.043742ms, SerializeDependencyMap=0.011820ms, SerializeStringAssetReferenceMap=0.002366ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020493ms, SerializeExports=0.590719ms, SerializeBulkData=0.017338ms, AsyncWrite=0.110343ms, UnaccountedTime=0.315260ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_661, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_DAF07CD748D59C1FF479528143DA2EC3, StartTime=2015.12.10-06.16.06, HierarchicalDDC, DataSize=7004 bytes, Retrieved=true, Duration=0.276640ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_662, CachedDataProbablyExists, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_661, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.088669ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_663, GetCachedData, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_661, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.133198ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/ThirdPersonBP/Blueprints/Switch3_Cue.uasset, AllOfLoadPackage_Duration=4.337974ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.060685ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002757ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.086699ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.019703ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.557779ms, SaveCookedPackage_HitCount=1, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
SavePackageTransactionId18F4897B4DFDCE74C63ADAAE6EF34A69_258, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/ThirdPersonBP/Blueprints/Switch3_Cue.uasset, FlushAsyncLoading=0.043347ms, FlushStreamingFunc=0.006698ms, BlockTillAllRequestsFinished=0.005912ms, ResetLoadersForSaveUnMarkAllObjects=0.191126ms, TagPackageExports=0.010639ms, BeginCacheForCookedPlatformData=0.007093ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_664, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_A94DAE8E40B6DB2FFCFF8AB818EBCA31, StartTime=2015.12.10-06.16.06, HierarchicalDDC, DataSize=1192646 bytes, Retrieved=true, Duration=2.212334ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_665, CachedDataProbablyExists, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_664, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.126105ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_666, GetCachedData, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_664, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.174342ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/ThirdPersonBP/Blueprints/Sunday_Meadows_Cue.uasset, AllOfLoadPackage_Duration=7.749874ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.070147ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003941ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.064235ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.014581ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.378473ms, SaveCookedPackage_HitCount=1, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
SavePackageTransactionId18F4897B4DFDCE74C63ADAAE6EF34A69_259, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/ThirdPersonBP/Blueprints/Sunday_Meadows_Cue.uasset, FlushAsyncLoading=0.060689ms, FlushStreamingFunc=0.007879ms, BlockTillAllRequestsFinished=0.006307ms, ResetLoadersForSaveUnMarkAllObjects=0.160389ms, TagPackageExports=0.010639ms, BeginCacheForCookedPlatformData=0.003546ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_667, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufFD39BCF6__D52DB93B56C1185BD38ADFE9200A6ECFC4353D68, StartTime=2015.12.10-06.16.06, HierarchicalDDC, DataSize=349170 bytes, Retrieved=true, Duration=0.947356ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_668, CachedDataProbablyExists, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_667, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.148959ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_669, GetCachedData, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_667, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.492595ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_670, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufFD39BCF6__F10984B49C78A4AF42DD02306CF305776821112D, StartTime=2015.12.10-06.16.06, HierarchicalDDC, DataSize=250410 bytes, Retrieved=true, Duration=0.853173ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_671, CachedDataProbablyExists, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_670, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.211224ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_672, GetCachedData, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_670, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.384618ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_673, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufA1AF2B4A__FFA2154DEF3547014FD36C1B71574029D4EBD8C1, StartTime=2015.12.10-06.16.06, HierarchicalDDC, DataSize=298172 bytes, Retrieved=true, Duration=0.719976ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_674, CachedDataProbablyExists, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_673, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.154477ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_675, GetCachedData, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_673, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.321958ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_676, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufA1AF2B4A__6F0BA98D5843611B4FDBAF9726EA40EDA873EDF8, StartTime=2015.12.10-06.16.06, HierarchicalDDC, DataSize=199816 bytes, Retrieved=true, Duration=0.662833ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_677, CachedDataProbablyExists, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_676, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.184033ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_678, GetCachedData, Parent=DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_676, StartTime=2015.12.10-06.16.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.271518ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/ThirdPersonBP/Blueprints/Starlight.uasset, AllOfLoadPackage_Duration=87.829791ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.086304ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.214770ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.078421ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.219502ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=30.952204ms, SaveCookedPackage_HitCount=1, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
SavePackageTransactionId18F4897B4DFDCE74C63ADAAE6EF34A69_260, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/ThirdPersonBP/Blueprints/Starlight.uasset, FlushAsyncLoading=0.019703ms, FlushStreamingFunc=0.004336ms, BlockTillAllRequestsFinished=0.004333ms, ResetLoadersForSaveUnMarkAllObjects=0.243146ms, TagPackageExports=8.525413ms, BeginCacheForCookedPlatformData=0.048079ms, SerializeImports=0.625394ms, GatherLocalizableTextData=0.008672ms, MarkNames=0.053592ms, SerializeSummary=0.026796ms, SerializeNames=0.222258ms, SerializeGatherableTextData=0.006307ms, BuildExportMap=0.414174ms, SortExportsNonSeekfree=0.678200ms, SortExportsSeekfreeConstructor=0.022464ms, SortExportsSeekfreeInner=10.881584ms, SortExportsSeekfree=0.019703ms, BuildDependencyMap=0.085514ms, SerializeImportMap=0.018522ms, SerializeExportMap=0.016946ms, SerializeDependencyMap=0.007488ms, SerializeStringAssetReferenceMap=0.003155ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.036255ms, SerializeExports=0.241566ms, SerializeBulkData=0.014186ms, AsyncWrite=0.097729ms, UnaccountedTime=0.137139ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
