DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.09-21.35.07, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.551309ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_572, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf39F91369__34312D6766A5DFCCE5283D891D4997ADE7FF22D0, StartTime=2015.11.09-21.35.31, HierarchicalDDC, DataSize=162477 bytes, Retrieved=true, Duration=0.714060ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_573, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf39F91369__42F70FC5974946FE07966030642787FB919DA8E6, StartTime=2015.11.09-21.35.31, HierarchicalDDC, DataSize=126891 bytes, Retrieved=true, Duration=0.711698ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Materials/M_Brick_Clay_Old.uasset, AllOfLoadPackage_Duration=30.648716ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000395ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.034679ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.173789ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.051230ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=10.266025ms, SaveCookedPackage_HitCount=1, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
SavePackageTransactionId290E268D4F76C3BE28F4AC934C80D570_325, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Materials/M_Brick_Clay_Old.uasset, FlushAsyncLoading=0.023250ms, FlushStreamingFunc=0.005122ms, BlockTillAllRequestsFinished=0.005912ms, ResetLoadersForSaveUnMarkAllObjects=0.287279ms, TagPackageExports=0.991095ms, BeginCacheForCookedPlatformData=0.033103ms, SerializeImports=1.186557ms, GatherLocalizableTextData=0.011034ms, MarkNames=0.029553ms, SerializeSummary=0.017341ms, SerializeNames=0.182062ms, SerializeGatherableTextData=0.003546ms, BuildExportMap=0.207677ms, SortExportsNonSeekfree=0.848833ms, SortExportsSeekfreeConstructor=0.019707ms, SortExportsSeekfreeInner=2.042484ms, SortExportsSeekfree=0.017732ms, BuildDependencyMap=0.058323ms, SerializeImportMap=0.011824ms, SerializeExportMap=0.016943ms, SerializeDependencyMap=0.009459ms, SerializeStringAssetReferenceMap=0.003941ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.040587ms, SerializeExports=1.606248ms, SerializeBulkData=0.027977ms, AsyncWrite=0.200585ms, UnaccountedTime=0.182062ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_574, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf1371B6DD__99F0D4C3CC54C4E2E89337CBEBB221D40CE8958A, StartTime=2015.11.09-21.35.31, HierarchicalDDC, DataSize=167734 bytes, Retrieved=true, Duration=0.918981ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_575, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf1371B6DD__B6E0904A78A1894B10D0C72477C86E85065B8D7A, StartTime=2015.11.09-21.35.31, HierarchicalDDC, DataSize=130729 bytes, Retrieved=true, Duration=0.939470ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Materials/M_Brick_Clay_New.uasset, AllOfLoadPackage_Duration=32.490619ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000786ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.056744ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.170633ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.125315ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=11.259485ms, SaveCookedPackage_HitCount=1, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
SavePackageTransactionId290E268D4F76C3BE28F4AC934C80D570_326, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Materials/M_Brick_Clay_New.uasset, FlushAsyncLoading=0.027586ms, FlushStreamingFunc=0.005122ms, BlockTillAllRequestsFinished=0.005517ms, ResetLoadersForSaveUnMarkAllObjects=0.286493ms, TagPackageExports=0.970211ms, BeginCacheForCookedPlatformData=0.027191ms, SerializeImports=1.289807ms, GatherLocalizableTextData=0.016943ms, MarkNames=0.032317ms, SerializeSummary=0.022065ms, SerializeNames=0.223443ms, SerializeGatherableTextData=0.006303ms, BuildExportMap=0.301465ms, SortExportsNonSeekfree=0.768445ms, SortExportsSeekfreeConstructor=0.034679ms, SortExportsSeekfreeInner=2.779011ms, SortExportsSeekfree=0.025220ms, BuildDependencyMap=0.076056ms, SerializeImportMap=0.010248ms, SerializeExportMap=0.014581ms, SerializeDependencyMap=0.006307ms, SerializeStringAssetReferenceMap=0.003546ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.048079ms, SerializeExports=1.308326ms, SerializeBulkData=0.026006ms, AsyncWrite=0.183243ms, UnaccountedTime=0.164721ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_576, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf433085EE__79F76B1DA62AA2BE4ABAA7D3D99CF5E61D5B37D4, StartTime=2015.11.09-21.35.31, HierarchicalDDC, DataSize=166256 bytes, Retrieved=true, Duration=0.676624ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_577, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf433085EE__F342589AED1145027B02CB742C3289F9F2A93B55, StartTime=2015.11.09-21.35.31, HierarchicalDDC, DataSize=128819 bytes, Retrieved=true, Duration=1.759149ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Materials/M_Brick_Clay_Beveled.uasset, AllOfLoadPackage_Duration=31.267017ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001576ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.056747ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.215951ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.083938ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=10.786198ms, SaveCookedPackage_HitCount=1, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
SavePackageTransactionId290E268D4F76C3BE28F4AC934C80D570_327, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Materials/M_Brick_Clay_Beveled.uasset, FlushAsyncLoading=0.031132ms, FlushStreamingFunc=0.005517ms, BlockTillAllRequestsFinished=0.005122ms, ResetLoadersForSaveUnMarkAllObjects=0.268366ms, TagPackageExports=1.226753ms, BeginCacheForCookedPlatformData=0.031132ms, SerializeImports=1.437187ms, GatherLocalizableTextData=0.019308ms, MarkNames=0.023644ms, SerializeSummary=0.025220ms, SerializeNames=0.181276ms, SerializeGatherableTextData=0.004727ms, BuildExportMap=0.137139ms, SortExportsNonSeekfree=0.486679ms, SortExportsSeekfreeConstructor=0.024434ms, SortExportsSeekfreeInner=1.905348ms, SortExportsSeekfree=0.017338ms, BuildDependencyMap=0.040986ms, SerializeImportMap=0.012614ms, SerializeExportMap=0.013001ms, SerializeDependencyMap=0.006698ms, SerializeStringAssetReferenceMap=0.003546ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.030342ms, SerializeExports=1.455318ms, SerializeBulkData=0.038221ms, AsyncWrite=0.344027ms, UnaccountedTime=0.248268ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_578, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf9166AFA3__61C96CF837C3C666CFAA878D51BB3DE65CBBE3FF, StartTime=2015.11.09-21.35.31, HierarchicalDDC, DataSize=141305 bytes, Retrieved=true, Duration=0.696722ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_579, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf9166AFA3__354BCB980F2BCCE83EB0E040BEFE4E43FAF65FD3, StartTime=2015.11.09-21.35.31, HierarchicalDDC, DataSize=109527 bytes, Retrieved=true, Duration=0.599384ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Materials/M_Basic_Wall.uasset, AllOfLoadPackage_Duration=15.591539ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001185ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.030342ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.117827ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.050049ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=6.852556ms, SaveCookedPackage_HitCount=1, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
SavePackageTransactionId290E268D4F76C3BE28F4AC934C80D570_328, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Materials/M_Basic_Wall.uasset, FlushAsyncLoading=0.032313ms, FlushStreamingFunc=0.008669ms, BlockTillAllRequestsFinished=0.006702ms, ResetLoadersForSaveUnMarkAllObjects=0.213981ms, TagPackageExports=0.748344ms, BeginCacheForCookedPlatformData=0.019707ms, SerializeImports=0.863414ms, GatherLocalizableTextData=0.011429ms, MarkNames=0.010245ms, SerializeSummary=0.018917ms, SerializeNames=0.123739ms, SerializeGatherableTextData=0.004333ms, BuildExportMap=0.027586ms, SortExportsNonSeekfree=0.015371ms, SortExportsSeekfreeConstructor=0.099700ms, SortExportsSeekfreeInner=1.098286ms, SortExportsSeekfree=0.007093ms, BuildDependencyMap=0.013005ms, SerializeImportMap=0.006698ms, SerializeExportMap=0.005517ms, SerializeDependencyMap=0.003546ms, SerializeStringAssetReferenceMap=0.002366ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.023644ms, SerializeExports=0.947747ms, SerializeBulkData=0.024825ms, AsyncWrite=0.176545ms, UnaccountedTime=0.138715ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_580, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf3D5500D7__0D185B0F3E334A5A127F1F213EFEA6BC1A40C00C, StartTime=2015.11.09-21.35.31, HierarchicalDDC, DataSize=143177 bytes, Retrieved=true, Duration=1.015924ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_581, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf3D5500D7__40F7976EBB379BC0CE048BE6B60457757655057F, StartTime=2015.11.09-21.35.31, HierarchicalDDC, DataSize=111349 bytes, Retrieved=true, Duration=0.642735ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Materials/M_Basic_Floor.uasset, AllOfLoadPackage_Duration=23.591243ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000395ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.016946ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.066601ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.023250ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=6.059285ms, SaveCookedPackage_HitCount=1, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
SavePackageTransactionId290E268D4F76C3BE28F4AC934C80D570_329, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Materials/M_Basic_Floor.uasset, FlushAsyncLoading=0.031527ms, FlushStreamingFunc=0.006698ms, BlockTillAllRequestsFinished=0.005517ms, ResetLoadersForSaveUnMarkAllObjects=0.215560ms, TagPackageExports=0.594661ms, BeginCacheForCookedPlatformData=0.016157ms, SerializeImports=0.655737ms, GatherLocalizableTextData=0.009064ms, MarkNames=0.009064ms, SerializeSummary=0.015765ms, SerializeNames=0.106003ms, SerializeGatherableTextData=0.003550ms, BuildExportMap=0.032313ms, SortExportsNonSeekfree=0.018522ms, SortExportsSeekfreeConstructor=0.011820ms, SortExportsSeekfreeInner=1.075823ms, SortExportsSeekfree=0.009064ms, BuildDependencyMap=0.015762ms, SerializeImportMap=0.004731ms, SerializeExportMap=0.005122ms, SerializeDependencyMap=0.003155ms, SerializeStringAssetReferenceMap=0.002757ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.028767ms, SerializeExports=0.910707ms, SerializeBulkData=0.019308ms, AsyncWrite=0.161570ms, UnaccountedTime=0.149749ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_582, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufB1F9A105__8401C7B3A9B3EC36C7C30599B1400834CE676614, StartTime=2015.11.09-21.35.31, HierarchicalDDC, DataSize=140942 bytes, Retrieved=true, Duration=1.127839ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_583, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufB1F9A105__607696D1287F5328A48CDE6F64758A4433EE2267, StartTime=2015.11.09-21.35.31, HierarchicalDDC, DataSize=109182 bytes, Retrieved=true, Duration=0.532001ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Materials/M_AssetPlatform.uasset, AllOfLoadPackage_Duration=15.442975ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000395ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.018127ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.085514ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.041377ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=8.436337ms, SaveCookedPackage_HitCount=1, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
SavePackageTransactionId290E268D4F76C3BE28F4AC934C80D570_330, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Materials/M_AssetPlatform.uasset, FlushAsyncLoading=0.035468ms, FlushStreamingFunc=0.007488ms, BlockTillAllRequestsFinished=0.006698ms, ResetLoadersForSaveUnMarkAllObjects=0.355456ms, TagPackageExports=0.787754ms, BeginCacheForCookedPlatformData=0.019703ms, SerializeImports=0.924893ms, GatherLocalizableTextData=0.010245ms, MarkNames=0.011034ms, SerializeSummary=0.024829ms, SerializeNames=0.127681ms, SerializeGatherableTextData=0.004727ms, BuildExportMap=0.024434ms, SortExportsNonSeekfree=0.038225ms, SortExportsSeekfreeConstructor=0.017338ms, SortExportsSeekfreeInner=1.707919ms, SortExportsSeekfree=0.016157ms, BuildDependencyMap=0.027582ms, SerializeImportMap=0.006698ms, SerializeExportMap=0.007093ms, SerializeDependencyMap=0.005517ms, SerializeStringAssetReferenceMap=0.003941ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.037435ms, SerializeExports=1.216508ms, SerializeBulkData=0.036255ms, AsyncWrite=0.206497ms, UnaccountedTime=0.185214ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/HDRI/HDRI_Epic_Courtyard_Daylight.uasset, AllOfLoadPackage_Duration=39.276961ms, AllOfLoadPackage_HitCount=535, ResolveRedirectors_Duration=0.164721ms, ResolveRedirectors_HitCount=535, CacheForCookedPlatformData_Duration=275.851458ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.050049ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.119403ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=50.205432ms, SaveCookedPackage_HitCount=1, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_584, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_RGBA16F_1E19B68D4B0775F2BFBA12ACFBBB6__BC1403DDF7FA796648496AC627215DC6E4B26692, StartTime=2015.11.09-21.35.31, HierarchicalDDC, Duration=0.015765ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_136, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_RGBA16F_1E19B68D4B0775F2BFBA12ACFBBB6__BC1403DDF7FA796648496AC627215DC6E4B26692, StartTime=2015.11.09-21.35.31, HierarchicalDDC, DataSize=16777839 bytes, Retrieved=true, Duration=233.880997ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
SavePackageTransactionId290E268D4F76C3BE28F4AC934C80D570_331, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/HDRI/HDRI_Epic_Courtyard_Daylight.uasset, FlushAsyncLoading=0.026796ms, FlushStreamingFunc=0.005122ms, BlockTillAllRequestsFinished=0.005517ms, ResetLoadersForSaveUnMarkAllObjects=0.254571ms, TagPackageExports=0.063051ms, BeginCacheForCookedPlatformData=0.050835ms, SerializeImports=0.090241ms, GatherLocalizableTextData=0.005912ms, MarkNames=0.007093ms, SerializeSummary=0.024434ms, SerializeNames=0.027977ms, SerializeGatherableTextData=0.004336ms, BuildExportMap=0.019703ms, SortExportsNonSeekfree=0.009064ms, SortExportsSeekfreeConstructor=0.026800ms, SortExportsSeekfreeInner=0.303831ms, SortExportsSeekfree=0.004333ms, BuildDependencyMap=0.014976ms, SerializeImportMap=0.007097ms, SerializeExportMap=0.004727ms, SerializeDependencyMap=0.003938ms, SerializeStringAssetReferenceMap=0.003941ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020888ms, SerializeExports=21.185421ms, SerializeBulkData=0.035860ms, AsyncWrite=22.935507ms, UnaccountedTime=3.270812ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_585, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_C5__9EFEC06F21445163EF984DBC3CBCB492F3682D65, StartTime=2015.11.09-21.35.32, HierarchicalDDC, DataSize=37465 bytes, Retrieved=true, Duration=0.517420ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_586, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_5184434E48ECC541DCD15798B9002CB__931564F16E87A3BACAD01F4AED7F521F1B83E72A, StartTime=2015.11.09-21.35.32, HierarchicalDDC, DataSize=11702 bytes, Retrieved=true, Duration=1.184981ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_587, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_5184434E48ECC541D__14EAF3A81705FDFBC3A5A0C3AA1A63C7C7F816DF, StartTime=2015.11.09-21.35.32, HierarchicalDDC, DataSize=829 bytes, Retrieved=true, Duration=0.119798ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_588, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufB694B97C__9D95DB38B4B04CE3646C867E178BD80EA2168BBF, StartTime=2015.11.09-21.35.32, HierarchicalDDC, DataSize=153891 bytes, Retrieved=true, Duration=0.654560ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_589, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufB694B97C__9F7010F7C8B43BAD40757801478258DCA694FD58, StartTime=2015.11.09-21.35.32, HierarchicalDDC, DataSize=120291 bytes, Retrieved=true, Duration=0.707362ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Props/SM_CornerFrame.uasset, AllOfLoadPackage_Duration=28.967205ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000395ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.007093ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.072118ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.046499ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.947835ms, SaveCookedPackage_HitCount=1, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
SavePackageTransactionId290E268D4F76C3BE28F4AC934C80D570_332, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Props/SM_CornerFrame.uasset, FlushAsyncLoading=0.024434ms, FlushStreamingFunc=0.005908ms, BlockTillAllRequestsFinished=0.005517ms, ResetLoadersForSaveUnMarkAllObjects=0.236053ms, TagPackageExports=0.083543ms, BeginCacheForCookedPlatformData=0.007093ms, SerializeImports=0.107188ms, GatherLocalizableTextData=0.005517ms, MarkNames=0.009064ms, SerializeSummary=0.015762ms, SerializeNames=0.063054ms, SerializeGatherableTextData=0.003941ms, BuildExportMap=0.036255ms, SortExportsNonSeekfree=0.012610ms, SortExportsSeekfreeConstructor=0.015762ms, SortExportsSeekfreeInner=1.142420ms, SortExportsSeekfree=0.007093ms, BuildDependencyMap=0.014976ms, SerializeImportMap=0.006702ms, SerializeExportMap=0.004727ms, SerializeDependencyMap=0.005122ms, SerializeStringAssetReferenceMap=0.003546ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.031918ms, SerializeExports=0.124529ms, SerializeBulkData=0.019703ms, AsyncWrite=0.148959ms, UnaccountedTime=0.141867ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_590, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_04__DA489946FA872E5048ABF31D9A70E658A999F77F, StartTime=2015.11.09-21.35.32, HierarchicalDDC, DataSize=131933 bytes, Retrieved=true, Duration=1.176313ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_591, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_3820455E4BFB4C22B501DBA886E076F__DC81EC9754099E07F18D468B3949AADF7BBD80EC, StartTime=2015.11.09-21.35.32, HierarchicalDDC, DataSize=51996 bytes, Retrieved=true, Duration=0.607267ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_592, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_3820455E4BFB4C22B__69E64DA0F116E858024C25FB0C6F845A012C140C, StartTime=2015.11.09-21.35.32, HierarchicalDDC, DataSize=1309 bytes, Retrieved=true, Duration=0.128470ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_593, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufCF95F585__56D0EDC21A606B1160C2DF8BFACAAB739F3FB523, StartTime=2015.11.09-21.35.32, HierarchicalDDC, DataSize=157929 bytes, Retrieved=true, Duration=0.801150ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_594, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufCF95F585__53BB8A1B1419578CC36BC694B0B8C2068DCB40CA, StartTime=2015.11.09-21.35.32, HierarchicalDDC, DataSize=123741 bytes, Retrieved=true, Duration=0.747953ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
