DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.12.10-06.02.32, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=2.192236ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
SavePackageTransactionId6D59674E42BA798C96F1EEA0F6ACE1BF_165, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Foliage/Foliage_Using_The_Tool_Tutorial.uasset, FlushAsyncLoading=0.046104ms, FlushStreamingFunc=0.010248ms, BlockTillAllRequestsFinished=0.009455ms, ResetLoadersForSaveUnMarkAllObjects=0.234477ms, TagPackageExports=0.734162ms, BeginCacheForCookedPlatformData=0.018913ms, SerializeImports=0.237234ms, GatherLocalizableTextData=0.004727ms, MarkNames=0.010643ms, SerializeSummary=0.024036ms, SerializeNames=0.117041ms, SerializeGatherableTextData=0.002760ms, BuildExportMap=0.033889ms, SortExportsNonSeekfree=0.008669ms, SortExportsSeekfreeConstructor=0.014581ms, SortExportsSeekfreeInner=0.669140ms, SortExportsSeekfree=0.007879ms, BuildDependencyMap=0.021283ms, SerializeImportMap=0.005517ms, SerializeExportMap=0.003941ms, SerializeDependencyMap=0.002760ms, SerializeStringAssetReferenceMap=0.003941ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021279ms, SerializeExports=0.227381ms, SerializeBulkData=0.014581ms, AsyncWrite=0.111129ms, UnaccountedTime=0.154082ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
SavePackageTransactionId6D59674E42BA798C96F1EEA0F6ACE1BF_166, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Foliage/Foliage_Settings_Tutorial.uasset, FlushAsyncLoading=0.058323ms, FlushStreamingFunc=0.015762ms, BlockTillAllRequestsFinished=0.011034ms, ResetLoadersForSaveUnMarkAllObjects=0.533182ms, TagPackageExports=0.585992ms, BeginCacheForCookedPlatformData=0.018913ms, SerializeImports=0.999376ms, GatherLocalizableTextData=0.016157ms, MarkNames=0.019308ms, SerializeSummary=0.044532ms, SerializeNames=0.200190ms, SerializeGatherableTextData=0.010245ms, BuildExportMap=0.055958ms, SortExportsNonSeekfree=0.012610ms, SortExportsSeekfreeConstructor=0.026010ms, SortExportsSeekfreeInner=1.077008ms, SortExportsSeekfree=0.014581ms, BuildDependencyMap=0.026796ms, SerializeImportMap=0.005122ms, SerializeExportMap=0.022069ms, SerializeDependencyMap=0.002757ms, SerializeStringAssetReferenceMap=0.002366ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.026405ms, SerializeExports=0.271514ms, SerializeBulkData=0.011824ms, AsyncWrite=0.258908ms, UnaccountedTime=0.751104ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
../../../Engine/Content/MobileResources/HUD/MobileHUDDirectionStick.uasset, AllOfLoadPackage_Duration=0.622641ms, AllOfLoadPackage_HitCount=2, ResolveRedirectors_Duration=0.000391ms, ResolveRedirectors_HitCount=2, CacheForCookedPlatformData_Duration=0.308167ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.028376ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.061076ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.558565ms, SaveCookedPackage_HitCount=1, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_173, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8EDAF7A54E378800FEB2178634331__D89B4B727EE1E1D9A987D925955029B933591292, StartTime=2015.12.10-06.02.39, HierarchicalDDC, Duration=0.010639ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_31, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8EDAF7A54E378800FEB2178634331__D89B4B727EE1E1D9A987D925955029B933591292, StartTime=2015.12.10-06.02.39, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=0.142656ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
SavePackageTransactionId6D59674E42BA798C96F1EEA0F6ACE1BF_167, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDDirectionStick.uasset, FlushAsyncLoading=0.008669ms, FlushStreamingFunc=0.003152ms, BlockTillAllRequestsFinished=0.002760ms, ResetLoadersForSaveUnMarkAllObjects=0.087090ms, TagPackageExports=0.032313ms, BeginCacheForCookedPlatformData=0.025224ms, SerializeImports=0.037041ms, GatherLocalizableTextData=0.002366ms, MarkNames=0.002757ms, SerializeSummary=0.007488ms, SerializeNames=0.013795ms, SerializeGatherableTextData=0.001181ms, BuildExportMap=0.007093ms, SortExportsNonSeekfree=0.003152ms, SortExportsSeekfreeConstructor=0.055961ms, SortExportsSeekfreeInner=0.121769ms, SortExportsSeekfree=0.001971ms, BuildDependencyMap=0.004727ms, SerializeImportMap=0.001971ms, SerializeExportMap=0.001576ms, SerializeDependencyMap=0.001576ms, SerializeStringAssetReferenceMap=0.001576ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009064ms, SerializeExports=0.035074ms, SerializeBulkData=0.005908ms, AsyncWrite=0.040986ms, UnaccountedTime=0.113100ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
../../../Engine/Content/MobileResources/HUD/MobileHUDDirectionPad2.uasset, AllOfLoadPackage_Duration=0.603318ms, AllOfLoadPackage_HitCount=7, ResolveRedirectors_Duration=0.000391ms, ResolveRedirectors_HitCount=7, CacheForCookedPlatformData_Duration=0.678990ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.029162ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.057928ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.924660ms, SaveCookedPackage_HitCount=1, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_174, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__536E815204A7A55A1C3DC28912842A9998DC951D, StartTime=2015.12.10-06.02.39, HierarchicalDDC, Duration=0.008278ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_31, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__536E815204A7A55A1C3DC28912842A9998DC951D, StartTime=2015.12.10-06.02.39, HierarchicalDDC, DataSize=3883 bytes, Retrieved=true, Duration=0.120983ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_32, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__A885F07B0952CD16CE13DADC3D75FAA72804CE9A, StartTime=2015.12.10-06.02.39, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.191916ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_33, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__E711B9F5E3FE93BF616817FF2150AFFDB1723C2E, StartTime=2015.12.10-06.02.39, HierarchicalDDC, DataSize=8454 bytes, Retrieved=true, Duration=0.072904ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
SavePackageTransactionId6D59674E42BA798C96F1EEA0F6ACE1BF_168, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDDirectionPad2.uasset, FlushAsyncLoading=0.013400ms, FlushStreamingFunc=0.005122ms, BlockTillAllRequestsFinished=0.004727ms, ResetLoadersForSaveUnMarkAllObjects=0.148959ms, TagPackageExports=0.048079ms, BeginCacheForCookedPlatformData=0.040196ms, SerializeImports=0.053987ms, GatherLocalizableTextData=0.001971ms, MarkNames=0.002760ms, SerializeSummary=0.007488ms, SerializeNames=0.013791ms, SerializeGatherableTextData=0.001576ms, BuildExportMap=0.007488ms, SortExportsNonSeekfree=0.003152ms, SortExportsSeekfreeConstructor=0.007883ms, SortExportsSeekfreeInner=0.185214ms, SortExportsSeekfree=0.003546ms, BuildDependencyMap=0.007488ms, SerializeImportMap=0.001971ms, SerializeExportMap=0.001971ms, SerializeDependencyMap=0.003152ms, SerializeStringAssetReferenceMap=0.002366ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014976ms, SerializeExports=0.060685ms, SerializeBulkData=0.007883ms, AsyncWrite=0.050440ms, UnaccountedTime=0.167087ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
../../../Engine/Content/MobileResources/HUD/MobileHUDButton1_off.uasset, AllOfLoadPackage_Duration=0.543430ms, AllOfLoadPackage_HitCount=3, ResolveRedirectors_Duration=0.000395ms, ResolveRedirectors_HitCount=3, CacheForCookedPlatformData_Duration=0.401959ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.028767ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.071328ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.574725ms, SaveCookedPackage_HitCount=1, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_175, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5FF2868842E6DED8A4C0CB8217190__C44A22A45D6E1E0CCC23391DA16ECB5C18F2849C, StartTime=2015.12.10-06.02.39, HierarchicalDDC, Duration=0.031527ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_34, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5FF2868842E6DED8A4C0CB8217190__C44A22A45D6E1E0CCC23391DA16ECB5C18F2849C, StartTime=2015.12.10-06.02.39, HierarchicalDDC, DataSize=3294 bytes, Retrieved=true, Duration=0.182852ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
SavePackageTransactionId6D59674E42BA798C96F1EEA0F6ACE1BF_169, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDButton1_off.uasset, FlushAsyncLoading=0.008274ms, FlushStreamingFunc=0.003155ms, BlockTillAllRequestsFinished=0.003152ms, ResetLoadersForSaveUnMarkAllObjects=0.070933ms, TagPackageExports=0.032708ms, BeginCacheForCookedPlatformData=0.025224ms, SerializeImports=0.037041ms, GatherLocalizableTextData=0.001971ms, MarkNames=0.002760ms, SerializeSummary=0.005908ms, SerializeNames=0.012219ms, SerializeGatherableTextData=0.001576ms, BuildExportMap=0.005912ms, SortExportsNonSeekfree=0.003152ms, SortExportsSeekfreeConstructor=0.006698ms, SortExportsSeekfreeInner=0.128075ms, SortExportsSeekfree=0.001576ms, BuildDependencyMap=0.005517ms, SerializeImportMap=0.002362ms, SerializeExportMap=0.001971ms, SerializeDependencyMap=0.001576ms, SerializeStringAssetReferenceMap=0.001580ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008669ms, SerializeExports=0.040982ms, SerializeBulkData=0.006702ms, AsyncWrite=0.044137ms, UnaccountedTime=0.186790ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
../../../Engine/Content/MobileResources/HUD/AnalogHat.uasset, AllOfLoadPackage_Duration=0.990704ms, AllOfLoadPackage_HitCount=4, ResolveRedirectors_Duration=0.001572ms, ResolveRedirectors_HitCount=4, CacheForCookedPlatformData_Duration=0.696331ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.117037ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.114676ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.519712ms, SaveCookedPackage_HitCount=1, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_176, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2E1EE3B14D43A62B84881B8F5AAD2__BB99884E9A5449D24496CD2D2CB314E5330C09E0, StartTime=2015.12.10-06.02.39, HierarchicalDDC, Duration=0.015367ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_35, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2E1EE3B14D43A62B84881B8F5AAD2__BB99884E9A5449D24496CD2D2CB314E5330C09E0, StartTime=2015.12.10-06.02.39, HierarchicalDDC, DataSize=1882 bytes, Retrieved=true, Duration=0.373188ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
SavePackageTransactionId6D59674E42BA798C96F1EEA0F6ACE1BF_170, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/AnalogHat.uasset, FlushAsyncLoading=0.014976ms, FlushStreamingFunc=0.004333ms, BlockTillAllRequestsFinished=0.003941ms, ResetLoadersForSaveUnMarkAllObjects=0.104036ms, TagPackageExports=0.033103ms, BeginCacheForCookedPlatformData=0.026006ms, SerializeImports=0.043351ms, GatherLocalizableTextData=0.002362ms, MarkNames=0.003155ms, SerializeSummary=0.009850ms, SerializeNames=0.015765ms, SerializeGatherableTextData=0.001967ms, BuildExportMap=0.012610ms, SortExportsNonSeekfree=0.003550ms, SortExportsSeekfreeConstructor=0.010639ms, SortExportsSeekfreeInner=0.152901ms, SortExportsSeekfree=0.001971ms, BuildDependencyMap=0.005517ms, SerializeImportMap=0.002362ms, SerializeExportMap=0.001971ms, SerializeDependencyMap=0.002366ms, SerializeStringAssetReferenceMap=0.002366ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017732ms, SerializeExports=0.051230ms, SerializeBulkData=0.009459ms, AsyncWrite=0.082757ms, UnaccountedTime=0.228561ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_177, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufF26C8F12__A10D9C503F31163FB654CC8A379D5B41327AF037, StartTime=2015.12.10-06.02.40, HierarchicalDDC, DataSize=173152 bytes, Retrieved=true, Duration=0.543822ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_178, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_177, StartTime=2015.12.10-06.02.40, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.154871ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_179, GetCachedData, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_177, StartTime=2015.12.10-06.02.40, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.233684ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_180, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufF26C8F12__5A75F4669C71EBAB881DFA084E6D7DFC65747936, StartTime=2015.12.10-06.02.40, HierarchicalDDC, DataSize=164508 bytes, Retrieved=true, Duration=0.576928ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_181, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_180, StartTime=2015.12.10-06.02.40, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.224624ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_182, GetCachedData, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_180, StartTime=2015.12.10-06.02.40, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.208072ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_183, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufD69E8F15__DB8B9361BA203A93750F4AAD8A0E62ED596E28DA, StartTime=2015.12.10-06.02.40, HierarchicalDDC, DataSize=298172 bytes, Retrieved=true, Duration=0.626974ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_184, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_183, StartTime=2015.12.10-06.02.40, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.113495ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_185, GetCachedData, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_183, StartTime=2015.12.10-06.02.40, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.300679ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_186, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufD69E8F15__9FCF9E2C9D93CDAE7EEF650C92F70802C10C62C4, StartTime=2015.12.10-06.02.40, HierarchicalDDC, DataSize=199816 bytes, Retrieved=true, Duration=0.850018ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_187, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_186, StartTime=2015.12.10-06.02.40, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.260483ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_188, GetCachedData, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_186, StartTime=2015.12.10-06.02.40, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.405110ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_189, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf8186CE14__428AB93795B4788C45526F938CB52B06E9B4BD32, StartTime=2015.12.10-06.02.40, HierarchicalDDC, DataSize=288184 bytes, Retrieved=true, Duration=0.676628ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_190, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_189, StartTime=2015.12.10-06.02.40, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.144627ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_191, GetCachedData, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_189, StartTime=2015.12.10-06.02.40, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.312109ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_192, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf8186CE14__AF6E7909D1C64B36A23B6AD69E14E59ED5898A39, StartTime=2015.12.10-06.02.40, HierarchicalDDC, DataSize=193372 bytes, Retrieved=true, Duration=0.599388ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_193, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_192, StartTime=2015.12.10-06.02.40, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.168663ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_194, GetCachedData, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_192, StartTime=2015.12.10-06.02.40, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.266001ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_195, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf38807C7C__6913B6E8C319C59691037787430DDA7056DB5044, StartTime=2015.12.10-06.02.40, HierarchicalDDC, DataSize=289294 bytes, Retrieved=true, Duration=0.953265ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_196, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_195, StartTime=2015.12.10-06.02.40, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.219502ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_197, GetCachedData, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_195, StartTime=2015.12.10-06.02.40, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.504021ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_198, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf38807C7C__9092ACF33C706502032813423067511962EF84DD, StartTime=2015.12.10-06.02.40, HierarchicalDDC, DataSize=194122 bytes, Retrieved=true, Duration=0.664409ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_199, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_198, StartTime=2015.12.10-06.02.40, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.208069ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_200, GetCachedData, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_198, StartTime=2015.12.10-06.02.40, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.283737ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_201, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_0173D5304D6B1750C2D0A095CC6D1BE4, StartTime=2015.12.10-06.02.40, HierarchicalDDC, DataSize=5180 bytes, Retrieved=true, Duration=0.330627ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_202, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_201, StartTime=2015.12.10-06.02.40, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.159599ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_203, GetCachedData, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_201, StartTime=2015.12.10-06.02.40, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.133984ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_204, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_F0E359F74F1EBEA995B078BF397A0942, StartTime=2015.12.10-06.02.40, HierarchicalDDC, DataSize=7135 bytes, Retrieved=true, Duration=0.187580ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_205, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_204, StartTime=2015.12.10-06.02.40, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.066206ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_206, GetCachedData, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_204, StartTime=2015.12.10-06.02.40, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.091821ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_207, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_AC7E735345522AA96A28E596E34DAB5F, StartTime=2015.12.10-06.02.40, HierarchicalDDC, DataSize=2657427 bytes, Retrieved=true, Duration=5.561575ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_208, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_207, StartTime=2015.12.10-06.02.40, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.058323ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
