DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.12.10-06.06.48, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=3.216833ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId333AA61B45D971E9587875BF8AC47069_49, CachedDataProbablyExists, Parent=DDCTransactionId333AA61B45D971E9587875BF8AC47069_48, StartTime=2015.12.10-06.07.08, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.215951ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId333AA61B45D971E9587875BF8AC47069_50, GetCachedData, Parent=DDCTransactionId333AA61B45D971E9587875BF8AC47069_48, StartTime=2015.12.10-06.07.08, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.632886ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionIdBC81BC1C43BE10A5AA65388C80CD8C48_58, GetCachedData, Parent=DDCTransactionIdBC81BC1C43BE10A5AA65388C80CD8C48_56, StartTime=2015.12.10-06.07.08, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.441365ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionIdBC81BC1C43BE10A5AA65388C80CD8C48_59, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDFBE0A844A93BB15A9202B4BA756__000EEA4622C9510A11F15998A726B935F63A005B, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.637218ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionIdBC81BC1C43BE10A5AA65388C80CD8C48_60, CachedDataProbablyExists, Parent=DDCTransactionIdBC81BC1C43BE10A5AA65388C80CD8C48_59, StartTime=2015.12.10-06.07.08, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.265606ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionIdBC81BC1C43BE10A5AA65388C80CD8C48_61, GetCachedData, Parent=DDCTransactionIdBC81BC1C43BE10A5AA65388C80CD8C48_59, StartTime=2015.12.10-06.07.08, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.291616ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
SavePackageTransactionId615FF0424FFB2B1CCBD0BCB5C1B931E8_303, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Materials/depositphotos_33125685-Baseball-texture.uasset, FlushAsyncLoading=0.102855ms, FlushStreamingFunc=0.016157ms, BlockTillAllRequestsFinished=0.010639ms, ResetLoadersForSaveUnMarkAllObjects=0.694755ms, TagPackageExports=0.292800ms, BeginCacheForCookedPlatformData=0.055563ms, SerializeImports=0.115465ms, GatherLocalizableTextData=0.006303ms, MarkNames=0.008669ms, SerializeSummary=0.029162ms, SerializeNames=0.038225ms, SerializeGatherableTextData=0.004336ms, BuildExportMap=0.022858ms, SortExportsNonSeekfree=0.008669ms, SortExportsSeekfreeConstructor=0.030737ms, SortExportsSeekfreeInner=0.413779ms, SortExportsSeekfree=0.006303ms, BuildDependencyMap=0.020493ms, SerializeImportMap=0.023250ms, SerializeExportMap=0.004731ms, SerializeDependencyMap=0.005517ms, SerializeStringAssetReferenceMap=0.003941ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.094973ms, SerializeExports=0.091821ms, SerializeBulkData=0.558402ms, AsyncWrite=0.474859ms, UnaccountedTime=0.517026ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_548, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf59B01021__B1FDC36028555BDDF443D4372929C026B34E5B9E, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=175348 bytes, Retrieved=true, Duration=1.245275ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_549, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf59B01021__BCA08934573953B312592DD6BD1639AFF42FEA70, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=168212 bytes, Retrieved=true, Duration=0.800367ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_550, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf16B8265F__B6252CDF98EE4C5405D390EF62EEB40F5C6D47F1, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=658881 bytes, Retrieved=true, Duration=2.098449ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_551, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf16B8265F__44BBF4CC86B891AE72F9458C86B916E6F06F7762, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=637357 bytes, Retrieved=true, Duration=2.154011ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_552, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf395C2CD9__0100B8D6FEB53AEA363C936DA9D76E3C0621EDB5, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=147848 bytes, Retrieved=true, Duration=1.032081ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_553, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf395C2CD9__BCF5A06D95C2E92598141BCEABB095141D6A16D4, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=140679 bytes, Retrieved=true, Duration=0.717610ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_554, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf670934B1__52855FB5A7AA6836BA30FD2D9D5FC2A084B0A6E7, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=168486 bytes, Retrieved=true, Duration=1.117989ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_555, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf670934B1__28F0D6C8DE7A031C74BF805309ABC5B5FCB91EBD, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=161406 bytes, Retrieved=true, Duration=1.057696ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_556, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_45DA31D24952A30D9D59C58355781501, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=100780 bytes, Retrieved=true, Duration=0.825193ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Blueprints/Blueprint_Effect_Fire.uasset, AllOfLoadPackage_Duration=102.574881ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001576ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.029162ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.147779ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.176150ms, SavePackageCacheForCookedPlatformData_HitCount=3, SaveCookedPackage_Duration=17.145798ms, SaveCookedPackage_HitCount=2, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
SavePackageTransactionId615FF0424FFB2B1CCBD0BCB5C1B931E8_304, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Blueprints/Blueprint_Effect_Fire.uasset, FlushAsyncLoading=0.069357ms, FlushStreamingFunc=0.007093ms, BlockTillAllRequestsFinished=0.003155ms, ResetLoadersForSaveUnMarkAllObjects=0.150535ms, TagPackageExports=0.464220ms, BeginCacheForCookedPlatformData=0.018522ms, SerializeImports=0.179306ms, GatherLocalizableTextData=0.007879ms, MarkNames=0.023253ms, SerializeSummary=0.033494ms, SerializeNames=0.080787ms, SerializeGatherableTextData=0.004727ms, BuildExportMap=0.108372ms, SortExportsNonSeekfree=0.066597ms, SortExportsSeekfreeConstructor=0.026800ms, SortExportsSeekfreeInner=7.477962ms, SortExportsSeekfree=0.043742ms, BuildDependencyMap=0.059109ms, SerializeImportMap=0.005122ms, SerializeExportMap=0.003546ms, SerializeDependencyMap=0.007093ms, SerializeStringAssetReferenceMap=0.004731ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.048075ms, SerializeExports=0.093002ms, SerializeBulkData=0.008278ms, AsyncWrite=0.169057ms, UnaccountedTime=0.465795ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
SavePackageTransactionId615FF0424FFB2B1CCBD0BCB5C1B931E8_305, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/Functions/Engine_MaterialFunctions01/Gradient/RadialGradient.uasset, FlushAsyncLoading=0.103641ms, FlushStreamingFunc=0.021674ms, BlockTillAllRequestsFinished=0.014186ms, ResetLoadersForSaveUnMarkAllObjects=0.579290ms, TagPackageExports=0.069357ms, BeginCacheForCookedPlatformData=0.012215ms, SerializeImports=0.093792ms, GatherLocalizableTextData=0.004727ms, MarkNames=0.007093ms, SerializeSummary=0.020888ms, SerializeNames=0.052411ms, SerializeGatherableTextData=0.003152ms, BuildExportMap=0.046108ms, SortExportsNonSeekfree=0.040196ms, SortExportsSeekfreeConstructor=0.020098ms, SortExportsSeekfreeInner=0.264030ms, SortExportsSeekfree=0.008669ms, BuildDependencyMap=0.021674ms, SerializeImportMap=0.003546ms, SerializeExportMap=0.004731ms, SerializeDependencyMap=0.004727ms, SerializeStringAssetReferenceMap=0.002760ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.039011ms, SerializeExports=0.047293ms, SerializeBulkData=0.011425ms, AsyncWrite=0.161964ms, UnaccountedTime=0.189941ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_557, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf9C0B2ABD__7204C8B1F935233A754A057FFE5C1D2DDE2CB714, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=142877 bytes, Retrieved=true, Duration=0.659287ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_558, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf9C0B2ABD__AA9F250A7BAAA64DD6F76E1F9E016E00E2E5D4AA, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=135897 bytes, Retrieved=true, Duration=0.684112ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_559, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf9DB0F8CB__1DA9CC021FBDA217CF56218306C521F422EC671E, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=175018 bytes, Retrieved=true, Duration=0.753865ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_560, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf9DB0F8CB__518A2C97C408B8F23B6047A8317465A20C1E25F1, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=167999 bytes, Retrieved=true, Duration=1.228727ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_561, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf9DEDDE0C__F4131A92BEE04ACBCB21FE5056A130089872A249, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=175216 bytes, Retrieved=true, Duration=1.386750ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_562, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf9DEDDE0C__419927927C62B059B6FE45E5AF7229B28DBC13BF, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=168092 bytes, Retrieved=true, Duration=0.896916ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_563, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf327F3EDB__D23D4D864FBE8350CD57008D2E325A129CB353C8, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=161355 bytes, Retrieved=true, Duration=1.129419ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_564, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf327F3EDB__1985DEA118CF31C53516DB09115E503A4AA93A3F, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=154297 bytes, Retrieved=true, Duration=0.931196ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_565, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_3A13E117419C5BE2FBFEC0BC0E80629E, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=40083 bytes, Retrieved=true, Duration=0.444122ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_566, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_632D1B9A4FC93D9537554A9FD1692204, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=41260 bytes, Retrieved=true, Duration=0.335753ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Blueprints/Blueprint_Effect_Explosion.uasset, AllOfLoadPackage_Duration=91.992795ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.002757ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.030737ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.137925ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.045709ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=6.767049ms, SaveCookedPackage_HitCount=1, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
SavePackageTransactionId615FF0424FFB2B1CCBD0BCB5C1B931E8_306, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Blueprints/Blueprint_Effect_Explosion.uasset, FlushAsyncLoading=0.022069ms, FlushStreamingFunc=0.003546ms, BlockTillAllRequestsFinished=0.003152ms, ResetLoadersForSaveUnMarkAllObjects=0.226595ms, TagPackageExports=0.290435ms, BeginCacheForCookedPlatformData=0.006698ms, SerializeImports=0.094187ms, GatherLocalizableTextData=0.004727ms, MarkNames=0.011034ms, SerializeSummary=0.014976ms, SerializeNames=0.045713ms, SerializeGatherableTextData=0.001967ms, BuildExportMap=0.064630ms, SortExportsNonSeekfree=0.048470ms, SortExportsSeekfreeConstructor=0.012219ms, SortExportsSeekfreeInner=3.040679ms, SortExportsSeekfree=0.012610ms, BuildDependencyMap=0.030737ms, SerializeImportMap=0.004731ms, SerializeExportMap=0.003152ms, SerializeDependencyMap=0.003546ms, SerializeStringAssetReferenceMap=0.003155ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.030737ms, SerializeExports=0.080392ms, SerializeBulkData=0.013001ms, AsyncWrite=0.153296ms, UnaccountedTime=0.391316ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_567, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf6C93DFF8__D46F5840F938CA1050EF90954F93D36DABA0E06B, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=161194 bytes, Retrieved=true, Duration=0.650223ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_568, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf6C93DFF8__C15F07D07592EF6A6D53D7738AEBFAB17A56FA94, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=126812 bytes, Retrieved=true, Duration=0.636037ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_569, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_02__D70E5465B36B0DB288CF366F286737C8612B42B7, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=188533 bytes, Retrieved=true, Duration=1.200747ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_570, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_7DB5A1CA40BA80EFCD5B48B4097E239__F3B55353F359D99C5E29FBFB153F2F6E7CDADE1F, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=69488 bytes, Retrieved=true, Duration=0.842135ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_571, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_7DB5A1CA40BA80EFC__AECE31F0A59AE3E6A07D4DDE7EA1B0A1D70AFEEC, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=1309 bytes, Retrieved=true, Duration=0.254180ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Blueprints/Blueprint_CeilingLight.uasset, AllOfLoadPackage_Duration=46.442490ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001576ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.146598ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.211619ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.152901ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=11.597224ms, SaveCookedPackage_HitCount=1, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
SavePackageTransactionId615FF0424FFB2B1CCBD0BCB5C1B931E8_307, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Blueprints/Blueprint_CeilingLight.uasset, FlushAsyncLoading=0.061870ms, FlushStreamingFunc=0.006307ms, BlockTillAllRequestsFinished=0.006303ms, ResetLoadersForSaveUnMarkAllObjects=0.308562ms, TagPackageExports=2.475578ms, BeginCacheForCookedPlatformData=0.028372ms, SerializeImports=0.153296ms, GatherLocalizableTextData=0.005517ms, MarkNames=0.013396ms, SerializeSummary=0.020493ms, SerializeNames=0.062265ms, SerializeGatherableTextData=0.002760ms, BuildExportMap=0.093393ms, SortExportsNonSeekfree=0.127681ms, SortExportsSeekfreeConstructor=0.013005ms, SortExportsSeekfreeInner=3.045015ms, SortExportsSeekfree=0.018522ms, BuildDependencyMap=0.034284ms, SerializeImportMap=0.006698ms, SerializeExportMap=0.005122ms, SerializeDependencyMap=0.006307ms, SerializeStringAssetReferenceMap=0.003546ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.060689ms, SerializeExports=0.090636ms, SerializeBulkData=0.011034ms, AsyncWrite=0.155661ms, UnaccountedTime=0.322748ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_572, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_31D870B44577B2511571CA9564A08892, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=111553 bytes, Retrieved=true, Duration=1.145575ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Audio/Steam01_Cue.uasset, AllOfLoadPackage_Duration=6.403320ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001576ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.012215ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.222653ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.050049ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=5.635660ms, SaveCookedPackage_HitCount=1, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
SavePackageTransactionId615FF0424FFB2B1CCBD0BCB5C1B931E8_308, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Audio/Steam01_Cue.uasset, FlushAsyncLoading=0.233293ms, FlushStreamingFunc=0.029556ms, BlockTillAllRequestsFinished=0.016946ms, ResetLoadersForSaveUnMarkAllObjects=0.401955ms, TagPackageExports=0.038225ms, BeginCacheForCookedPlatformData=0.013396ms, SerializeImports=0.086304ms, GatherLocalizableTextData=0.004336ms, MarkNames=0.008669ms, SerializeSummary=0.026796ms, SerializeNames=0.052020ms, SerializeGatherableTextData=0.003546ms, BuildExportMap=0.025615ms, SortExportsNonSeekfree=0.013001ms, SortExportsSeekfreeConstructor=0.020098ms, SortExportsSeekfreeInner=0.365704ms, SortExportsSeekfree=0.009850ms, BuildDependencyMap=0.015371ms, SerializeImportMap=0.003941ms, SerializeExportMap=0.003546ms, SerializeDependencyMap=0.003941ms, SerializeStringAssetReferenceMap=0.003546ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.033103ms, SerializeExports=0.037041ms, SerializeBulkData=0.013400ms, AsyncWrite=0.134379ms, UnaccountedTime=0.291221ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Audio/Steam01.uasset, AllOfLoadPackage_Duration=0.074085ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000395ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.018917ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.121374ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.063449ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=5.782258ms, SaveCookedPackage_HitCount=1, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
SavePackageTransactionId615FF0424FFB2B1CCBD0BCB5C1B931E8_309, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Audio/Steam01.uasset, FlushAsyncLoading=0.100885ms, FlushStreamingFunc=0.021674ms, BlockTillAllRequestsFinished=0.010639ms, ResetLoadersForSaveUnMarkAllObjects=0.267971ms, TagPackageExports=0.014186ms, BeginCacheForCookedPlatformData=0.007093ms, SerializeImports=0.050049ms, GatherLocalizableTextData=0.006303ms, MarkNames=0.008672ms, SerializeSummary=0.030737ms, SerializeNames=0.039011ms, SerializeGatherableTextData=0.003546ms, BuildExportMap=0.019703ms, SortExportsNonSeekfree=0.007883ms, SortExportsSeekfreeConstructor=0.021279ms, SortExportsSeekfreeInner=0.244722ms, SortExportsSeekfree=0.012215ms, BuildDependencyMap=0.021674ms, SerializeImportMap=0.005912ms, SerializeExportMap=0.004727ms, SerializeDependencyMap=0.006698ms, SerializeStringAssetReferenceMap=0.004727ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.040591ms, SerializeExports=0.113886ms, SerializeBulkData=0.026405ms, AsyncWrite=0.217922ms, UnaccountedTime=0.318807ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_573, GetCachedData, CacheKey=Audio_0002_0000_OGG_0001_832AA7D646A65116077516991F445FE9, StartTime=2015.12.10-06.07.08, HierarchicalDDC, DataSize=362423 bytes, Retrieved=true, Duration=2.983935ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Audio/Starter_Wind06.uasset, AllOfLoadPackage_Duration=5.171049ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001576ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.020098ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.208072ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.031527ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.595767ms, SaveCookedPackage_HitCount=1, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
