DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.12.10-06.27.09, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.509538ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_701, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf0109E60B__C7E4A6E133C7BC780014434729BE64BD41795440, StartTime=2015.12.10-06.27.23, HierarchicalDDC, DataSize=143650 bytes, Retrieved=true, Duration=0.668351ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_702, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_701, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.176150ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_703, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_701, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.308562ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_704, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf0109E60B__F554079737697930B913114C3D296DDD492598CF, StartTime=2015.12.10-06.27.23, HierarchicalDDC, DataSize=111667 bytes, Retrieved=true, Duration=0.383433ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_705, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_704, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.103641ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_706, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_704, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.159208ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_707, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufFDE9905C__726CAAE698ED62AAE5D938EA66E890B596B3B82B, StartTime=2015.12.10-06.27.23, HierarchicalDDC, DataSize=140743 bytes, Retrieved=true, Duration=0.670321ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_708, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_707, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.174183ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_709, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_707, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.328656ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_710, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufFDE9905C__19AB9DC5592763C0A626AFB20400B7B670AA7E6A, StartTime=2015.12.10-06.27.23, HierarchicalDDC, DataSize=109005 bytes, Retrieved=true, Duration=0.381067ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_711, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_710, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.114676ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_712, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_710, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.153687ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_713, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf067A8FB5__0FAD67ED764D3B802BFEE0B958F7D288EBA91C6E, StartTime=2015.12.10-06.27.23, HierarchicalDDC, DataSize=140743 bytes, Retrieved=true, Duration=0.535939ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_714, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_713, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.180881ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_715, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_713, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.217527ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_716, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf067A8FB5__F82325FAC83D93C46FAB7F2F9F45A76B72EB5DC1, StartTime=2015.12.10-06.27.23, HierarchicalDDC, DataSize=109005 bytes, Retrieved=true, Duration=0.342451ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_717, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_716, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.094973ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_718, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_716, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.142261ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_719, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_2E__C09E399BCE0FFEE1D68FECFAABF6BE1587E96CEE, StartTime=2015.12.10-06.27.23, HierarchicalDDC, DataSize=57953 bytes, Retrieved=true, Duration=0.243537ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_720, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_719, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.068177ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_721, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_719, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.107978ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_722, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_18E1F75F4F4653D3A318AD90913038E__AE19DEC61F1C3039FF761C6A1159A2A163E1683A, StartTime=2015.12.10-06.27.23, HierarchicalDDC, DataSize=27796 bytes, Retrieved=true, Duration=0.209644ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_723, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_722, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.069752ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_724, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_722, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.092216ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_725, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_18E1F75F4F4653D3A__D004E1E807DCBCBF7B6CB03BE426B5290F1AFDCA, StartTime=2015.12.10-06.27.23, HierarchicalDDC, DataSize=4077 bytes, Retrieved=true, Duration=0.210043ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_726, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_725, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.060689ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_727, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_725, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.115465ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/Mushroom_Blueprint.uasset, AllOfLoadPackage_Duration=37.682999ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000391ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.012610ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.106793ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.039805ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=7.130388ms, SaveCookedPackage_HitCount=1, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
SavePackageTransactionId4C4B06334E1710E99629A3905CC20EA8_363, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/Mushroom_Blueprint.uasset, FlushAsyncLoading=0.019703ms, FlushStreamingFunc=0.004336ms, BlockTillAllRequestsFinished=0.003938ms, ResetLoadersForSaveUnMarkAllObjects=0.176545ms, TagPackageExports=0.401169ms, BeginCacheForCookedPlatformData=0.007879ms, SerializeImports=0.107583ms, GatherLocalizableTextData=0.004336ms, MarkNames=0.014186ms, SerializeSummary=0.013005ms, SerializeNames=0.069752ms, SerializeGatherableTextData=0.003152ms, BuildExportMap=0.102460ms, SortExportsNonSeekfree=0.035465ms, SortExportsSeekfreeConstructor=0.010639ms, SortExportsSeekfreeInner=4.128721ms, SortExportsSeekfree=0.021283ms, BuildDependencyMap=0.035070ms, SerializeImportMap=0.007488ms, SerializeExportMap=0.006303ms, SerializeDependencyMap=0.007883ms, SerializeStringAssetReferenceMap=0.002757ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.042956ms, SerializeExports=0.086695ms, SerializeBulkData=0.013400ms, AsyncWrite=0.139900ms, UnaccountedTime=0.169057ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_728, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufBCF8F05E__3FAEC7C42638EDC0D249B8FD02B53085EB4730E9, StartTime=2015.12.10-06.27.23, HierarchicalDDC, DataSize=140863 bytes, Retrieved=true, Duration=2.966203ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_729, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_728, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.109158ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_730, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_728, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=2.700202ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_731, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufBCF8F05E__24BE9989AADBE59D6993F2CCF06310236BA65412, StartTime=2015.12.10-06.27.23, HierarchicalDDC, DataSize=109095 bytes, Retrieved=true, Duration=0.563525ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_732, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_731, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.197824ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_733, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_731, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.238810ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/MailboxFlag.uasset, AllOfLoadPackage_Duration=13.908472ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000786ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.009064ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.137925ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.017338ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.963509ms, SaveCookedPackage_HitCount=1, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
SavePackageTransactionId4C4B06334E1710E99629A3905CC20EA8_364, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/MailboxFlag.uasset, FlushAsyncLoading=0.059109ms, FlushStreamingFunc=0.003155ms, BlockTillAllRequestsFinished=0.003546ms, ResetLoadersForSaveUnMarkAllObjects=0.144623ms, TagPackageExports=0.009853ms, BeginCacheForCookedPlatformData=0.004333ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_734, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf7C76E3ED__BB22BFD9B56B06D6B8F17ADC3E618BE5438B0948, StartTime=2015.12.10-06.27.23, HierarchicalDDC, DataSize=140863 bytes, Retrieved=true, Duration=0.389345ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_735, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_734, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.101276ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_736, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_734, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.161175ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_737, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf7C76E3ED__04C5214F2DC898D00799651908109AED03A2DC7C, StartTime=2015.12.10-06.27.23, HierarchicalDDC, DataSize=109095 bytes, Retrieved=true, Duration=0.389349ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_738, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_737, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.086699ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_739, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_737, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.183243ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_740, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_05__9E8A70043B0327FD71E54D2C801E7667C6CE8BBF, StartTime=2015.12.10-06.27.23, HierarchicalDDC, DataSize=12649 bytes, Retrieved=true, Duration=0.351511ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_741, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_740, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.133198ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_742, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_740, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.159997ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_743, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_9EE490EE429EDCAEA3E8E6AF66739B0__075C30E904F92D1AA6B758494CFB411E54C87642, StartTime=2015.12.10-06.27.23, HierarchicalDDC, DataSize=4756 bytes, Retrieved=true, Duration=0.275850ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_744, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_743, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.094973ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_745, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_743, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.125315ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_746, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_9EE490EE429EDCAEA__26F1EB0FC8305BA2F79C5E1971122D2EDF8CE2F7, StartTime=2015.12.10-06.27.23, HierarchicalDDC, DataSize=1141 bytes, Retrieved=true, Duration=0.256937ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_747, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_746, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.086300ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_748, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_746, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.126891ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_749, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf6BB0EE0B__986A1665D1CC59446DBB6FFA0BB9D36FC91AEA36, StartTime=2015.12.10-06.27.23, HierarchicalDDC, DataSize=140863 bytes, Retrieved=true, Duration=0.520177ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_750, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_749, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.148170ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_751, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_749, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.223048ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_752, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf6BB0EE0B__68D01A0F5BA4B7CBE1DBFE4E0942DFD9751CE4AE, StartTime=2015.12.10-06.27.23, HierarchicalDDC, DataSize=109095 bytes, Retrieved=true, Duration=0.656530ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_753, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_752, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.251029ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_754, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_752, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.260878ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_755, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufC6B76EC6__B43DBF5A4FC81D6FE4583DC765941C67E2B8E730, StartTime=2015.12.10-06.27.23, HierarchicalDDC, DataSize=315040 bytes, Retrieved=true, Duration=0.613179ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_756, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_755, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.139110ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_757, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_755, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.229746ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_758, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufC6B76EC6__28525463612F12927EB9A898478D40675F498EC7, StartTime=2015.12.10-06.27.23, HierarchicalDDC, DataSize=303592 bytes, Retrieved=true, Duration=0.528060ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_759, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_758, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.089850ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_760, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_758, StartTime=2015.12.10-06.27.23, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.208072ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
